protein,kidneyTisue1,kidneyTisue2,kidneyTisue3,kidneyTisue4,kidneyTisue5,kidneyTisue6,kidneyTisue11,kidneyTisue12,kidneyTisue13,kidneyTisue14,kidneyTisue15,kidneyTisue16,kidneyTisue19,kidneyTisue20,kidneyTisue21,kidneyTisue22,kidneyTisue23,kidneyTisue24,kidneyTisue29,kidneyTisue30,kidneyTisue31,kidneyTisue32,kidneyTisue33,kidneyTisue34
P08311,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,1.167388523,0.678762599,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.085074841,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599
Q9UKU7,1.013630597,0.746709502,1.120129404,0.558242735,1.19073084,0.558242735,0.865865379,0.558242735,0.829856613,0.558242735,0.89426352,0.558242735,1.013630597,0.558242735,1.085074841,0.558242735,1.167388523,0.558242735,0.960880911,0.558242735,0.801933518,0.558242735,0.928783153,0.558242735
Q86X76,0.865865379,0.39936486,0.558242735,0.587783245,0.995200608,0.644033685,1.032060587,0.829856613,0.928783153,1.085074841,0.89426352,0.39936486,0.697270083,0.39936486,0.522520214,0.697270083,0.960880911,0.801933518,1.19073084,1.120129404,0.746709502,1.167388523,0.616996063,0.486017939
P05162,0.715777566,0.47063133,0.829856613,0.47063133,0.995200608,0.89426352,0.865865379,1.19073084,0.801933518,0.960880911,0.587783245,0.47063133,0.746709502,0.47063133,0.616996063,0.47063133,0.678762599,1.167388523,1.032060587,1.120129404,0.928783153,1.085074841,0.644033685,0.47063133
P23946,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
P01834,0.661398142,1.167388523,1.058567714,0.746709502,0.39936486,0.661398142,0.455244722,0.89426352,0.960880911,1.058567714,0.558242735,0.801933518,0.829856613,1.19073084,1.120129404,0.715777566,0.522520214,0.616996063,0.486017939,0.865865379,0.928783153,0.995200608,0.342473616,0.587783245
P14868,0.342473616,0.801933518,0.522520214,0.89426352,0.455244722,0.865865379,0.39936486,0.995200608,0.616996063,1.085074841,0.746709502,1.19073084,0.678762599,0.829856613,0.558242735,0.960880911,0.486017939,0.928783153,0.715777566,1.032060587,0.587783245,1.120129404,0.644033685,1.167388523
Q9H773,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.120129404,0.697270083,0.697270083,0.697270083,1.085074841,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.167388523,0.697270083,0.697270083,0.697270083,1.19073084
Q14980,0.587783245,0.427304791,0.427304791,0.829856613,0.644033685,0.89426352,0.427304791,1.058567714,0.522520214,1.120129404,0.558242735,0.865865379,0.678762599,1.167388523,0.616996063,0.928783153,0.746709502,0.995200608,0.427304791,1.058567714,0.715777566,1.19073084,0.801933518,0.960880911
O75390,0.678762599,0.587783245,0.995200608,1.19073084,0.928783153,0.486017939,0.715777566,0.522520214,0.865865379,0.342473616,1.032060587,0.801933518,0.644033685,0.616996063,1.085074841,1.167388523,0.960880911,0.455244722,0.746709502,0.558242735,0.829856613,0.39936486,1.120129404,0.89426352
Q96EM0,1.120129404,1.19073084,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,1.032060587,0.630514874,0.630514874,0.630514874,1.085074841,1.167388523,0.630514874,0.630514874,0.630514874,0.630514874,0.928783153,0.630514874,0.995200608,0.630514874,0.630514874,0.960880911
Q9Y4G6,0.504269076,0.746709502,0.865865379,0.504269076,1.032060587,0.504269076,1.19073084,0.644033685,0.995200608,0.678762599,0.829856613,0.504269076,1.120129404,0.801933518,0.928783153,0.504269076,1.085074841,0.504269076,1.167388523,0.504269076,0.960880911,0.715777566,0.89426352,0.504269076
P68400,0.630514874,1.167388523,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.97804076,0.630514874,0.630514874,0.630514874,1.032060587,0.928783153,1.19073084,0.630514874,0.97804076,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,1.085074841,0.630514874,1.120129404
Q02928,0.960880911,0.616996063,0.616996063,0.616996063,1.032060587,0.616996063,1.085074841,0.616996063,0.89426352,0.616996063,1.19073084,0.616996063,0.928783153,0.616996063,0.616996063,0.616996063,0.995200608,0.616996063,1.120129404,0.616996063,0.616996063,0.616996063,1.167388523,0.616996063
P31946,0.746709502,0.865865379,0.558242735,0.928783153,0.486017939,1.167388523,0.587783245,0.815895066,0.616996063,0.960880911,0.342473616,1.102602122,0.661398142,0.89426352,0.661398142,0.995200608,0.455244722,1.102602122,0.522520214,0.815895066,0.715777566,1.032060587,0.39936486,1.19073084
P15144,0.928783153,0.587783245,0.829856613,0.746709502,1.102602122,0.522520214,1.167388523,0.715777566,0.960880911,0.616996063,0.865865379,0.39936486,0.995200608,0.486017939,0.801933518,0.678762599,1.102602122,0.39936486,1.19073084,0.644033685,1.032060587,0.558242735,0.89426352,0.39936486
P53621,0.486017939,0.644033685,0.960880911,1.179059682,0.39936486,0.89426352,0.616996063,1.032060587,0.587783245,0.865865379,0.829856613,1.085074841,0.455244722,0.522520214,0.801933518,1.179059682,0.558242735,0.928783153,0.342473616,0.995200608,0.746709502,0.715777566,0.678762599,1.120129404
P02656,0.89426352,1.19073084,0.342473616,0.558242735,0.995200608,0.616996063,0.644033685,0.960880911,0.455244722,0.928783153,0.678762599,0.39936486,1.032060587,1.167388523,0.486017939,0.587783245,1.120129404,0.865865379,0.715777566,1.085074841,0.746709502,0.801933518,0.829856613,0.522520214
Q9Y303,0.602389654,0.602389654,0.602389654,0.602389654,0.89426352,0.602389654,0.928783153,0.602389654,0.865865379,0.602389654,0.602389654,0.602389654,1.032060587,0.602389654,0.602389654,0.602389654,0.960880911,1.120129404,1.085074841,1.167388523,0.995200608,1.19073084,0.602389654,0.602389654
Q9Y2R0,0.731243534,0.731243534,0.731243534,0.731243534,1.19073084,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,1.167388523,0.731243534
Q9NYF8,1.167388523,0.540381474,0.540381474,0.715777566,1.120129404,0.540381474,1.085074841,0.540381474,0.995200608,0.540381474,0.829856613,0.865865379,0.540381474,0.960880911,0.540381474,0.540381474,1.19073084,0.540381474,1.032060587,0.746709502,0.928783153,0.540381474,0.801933518,0.89426352
Q53HC9,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.032060587,1.120129404,1.167388523,0.678762599,0.678762599,1.085074841,0.678762599,0.678762599,0.678762599,0.678762599,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599
P53367,0.678762599,0.678762599,1.085074841,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,1.167388523,0.678762599,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,0.678762599
O75396,0.928783153,0.865865379,0.644033685,1.167388523,0.960880911,0.678762599,0.829856613,1.032060587,0.587783245,0.427304791,0.715777566,1.19073084,0.522520214,0.89426352,0.558242735,1.085074841,0.616996063,0.995200608,0.427304791,1.120129404,0.801933518,0.427304791,0.746709502,0.427304791
Q14019,1.167388523,0.342473616,0.715777566,0.746709502,0.960880911,0.616996063,0.928783153,0.587783245,1.085074841,0.678762599,0.455244722,0.89426352,1.19073084,0.39936486,0.865865379,0.829856613,1.120129404,0.644033685,0.995200608,0.486017939,1.032060587,0.558242735,0.801933518,0.522520214
P35573,0.644033685,1.120129404,0.644033685,0.644033685,0.644033685,0.995200608,0.644033685,1.085074841,0.644033685,1.167388523,0.644033685,0.644033685,0.644033685,0.960880911,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.032060587,0.644033685,1.19073084,0.644033685,0.644033685
O00429,0.616996063,0.960880911,0.39936486,1.013630597,0.678762599,0.801933518,0.455244722,1.013630597,0.540381474,1.167388523,0.540381474,0.486017939,0.644033685,1.085074841,0.587783245,0.865865379,0.715777566,0.928783153,0.746709502,0.342473616,0.829856613,1.19073084,0.89426352,1.120129404
O95379,0.715777566,1.167388523,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.120129404,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566
P00439,1.167388523,0.57301299,0.801933518,0.57301299,0.995200608,0.57301299,1.120129404,0.57301299,0.928783153,0.57301299,0.89426352,0.57301299,1.19073084,0.57301299,0.829856613,0.57301299,1.032060587,0.57301299,1.085074841,0.57301299,0.960880911,0.57301299,0.865865379,0.57301299
Q9P2R7,0.88006445,0.342473616,0.801933518,0.39936486,1.120129404,0.616996063,1.058567714,0.746709502,0.928783153,0.522520214,1.19073084,0.558242735,0.88006445,0.455244722,0.829856613,0.587783245,1.058567714,0.678762599,1.167388523,0.715777566,0.960880911,0.644033685,0.995200608,0.486017939
P80748,0.486017939,1.032060587,1.120129404,0.865865379,0.39936486,0.644033685,0.342473616,0.801933518,0.455244722,0.995200608,0.715777566,1.085074841,0.558242735,1.167388523,1.19073084,0.89426352,0.522520214,0.746709502,0.587783245,0.829856613,0.616996063,0.960880911,0.678762599,0.928783153
P55786,0.558242735,1.167388523,0.39936486,1.085074841,0.644033685,0.829856613,0.522520214,0.342473616,0.928783153,0.960880911,0.587783245,1.120129404,0.486017939,1.19073084,0.455244722,0.995200608,0.715777566,0.865865379,0.678762599,0.746709502,0.801933518,0.89426352,0.616996063,1.032060587
P23246,0.486017939,0.829856613,0.644033685,1.19073084,0.522520214,1.032060587,0.342473616,0.995200608,0.715777566,0.960880911,0.746709502,1.167388523,0.558242735,0.865865379,0.587783245,1.085074841,0.455244722,0.89426352,0.39936486,0.928783153,0.616996063,0.801933518,0.678762599,1.120129404
Q8N3K9,0.801933518,1.120129404,0.829856613,0.342473616,0.89426352,1.058567714,0.558242735,0.960880911,0.486017939,1.167388523,0.644033685,0.455244722,0.746709502,1.058567714,0.715777566,0.39936486,0.865865379,0.995200608,0.678762599,0.928783153,0.616996063,1.19073084,0.587783245,0.522520214
Q16181,0.616996063,0.995200608,0.522520214,0.801933518,0.39936486,1.032060587,0.342473616,0.89426352,0.746709502,1.167388523,0.678762599,0.928783153,0.587783245,1.085074841,0.715777566,0.829856613,0.558242735,1.19073084,0.486017939,0.960880911,0.644033685,1.120129404,0.455244722,0.865865379
P61020,1.120129404,0.630514874,0.960880911,0.630514874,0.630514874,0.630514874,1.032060587,1.19073084,0.928783153,0.630514874,1.085074841,0.630514874,1.167388523,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.995200608,0.630514874
P57737,0.715777566,0.715777566,0.715777566,1.120129404,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.167388523
P36405,0.630514874,0.630514874,1.085074841,0.630514874,1.032060587,0.630514874,0.960880911,0.630514874,0.928783153,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,1.120129404,0.630514874,0.995200608,0.630514874,1.19073084,0.630514874,1.167388523,0.630514874,0.630514874,0.630514874
Q9Y2X3,0.697270083,0.697270083,0.697270083,1.085074841,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.167388523,0.697270083,0.697270083,0.697270083,1.120129404,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.19073084
Q7LG56,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,1.167388523,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,1.19073084
Q9Y6C2,0.928783153,0.865865379,0.644033685,0.504269076,0.715777566,0.504269076,0.801933518,0.504269076,1.085074841,0.504269076,0.746709502,1.19073084,1.120129404,0.995200608,0.678762599,0.504269076,0.89426352,0.504269076,0.829856613,0.504269076,1.032060587,0.504269076,0.960880911,1.167388523
O15144,0.522520214,0.865865379,0.661398142,1.167388523,0.342473616,1.085074841,0.39936486,0.602389654,0.486017939,0.928783153,0.715777566,1.032060587,0.746709502,0.89426352,0.455244722,1.19073084,0.558242735,0.960880911,0.801933518,0.661398142,0.602389654,0.995200608,0.829856613,1.120129404
O00442,0.587783245,0.587783245,0.995200608,1.120129404,1.167388523,0.960880911,0.829856613,0.587783245,0.587783245,1.032060587,0.587783245,0.587783245,0.865865379,0.587783245,1.19073084,0.928783153,0.587783245,0.587783245,0.89426352,1.085074841,0.587783245,0.587783245,0.587783245,0.587783245
Q9BUQ8,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.167388523,1.120129404,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566
Q9Y285,0.731243534,0.731243534,0.731243534,1.19073084,0.731243534,0.731243534,0.731243534,0.731243534,1.167388523,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534
Q15366,0.486017939,0.829856613,0.746709502,1.167388523,0.39936486,0.644033685,1.032060587,0.558242735,0.865865379,0.960880911,0.587783245,1.120129404,0.801933518,0.89426352,0.995200608,1.19073084,0.455244722,0.678762599,0.342473616,0.616996063,0.928783153,0.715777566,0.522520214,1.085074841
O94986,0.644033685,0.801933518,0.558242735,0.928783153,0.522520214,0.928783153,0.715777566,1.032060587,0.587783245,0.829856613,0.342473616,1.143758964,0.678762599,0.928783153,0.47063133,1.143758964,0.47063133,0.865865379,0.746709502,1.143758964,0.616996063,0.995200608,0.39936486,1.143758964
P16435,0.644033685,0.644033685,0.644033685,1.19073084,1.085074841,0.644033685,0.644033685,0.644033685,0.960880911,0.644033685,1.120129404,0.644033685,0.644033685,0.644033685,0.644033685,1.167388523,0.644033685,0.644033685,0.644033685,0.644033685,1.032060587,0.644033685,0.995200608,0.644033685
P50336,1.032060587,0.522520214,0.678762599,0.960880911,1.19073084,0.522520214,0.746709502,0.522520214,0.928783153,0.522520214,0.715777566,0.522520214,0.89426352,0.522520214,0.801933518,1.120129404,1.085074841,0.522520214,0.995200608,0.522520214,0.829856613,0.522520214,0.865865379,1.167388523
P27694,0.522520214,0.89426352,0.427304791,0.995200608,0.801933518,0.928783153,0.616996063,1.167388523,0.587783245,1.085074841,0.731243534,0.829856613,0.678762599,0.960880911,0.427304791,1.032060587,0.427304791,1.120129404,0.558242735,1.19073084,0.644033685,0.427304791,0.731243534,0.865865379
Q9Y624,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,1.167388523,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,0.678762599,1.085074841,0.678762599,0.678762599,0.678762599,1.19073084,0.678762599
P08754,0.486017939,0.960880911,0.39936486,1.120129404,0.616996063,0.801933518,0.342473616,0.829856613,0.522520214,1.032060587,0.455244722,0.865865379,0.587783245,1.085074841,0.644033685,1.167388523,0.715777566,0.89426352,0.678762599,0.928783153,0.558242735,1.19073084,0.746709502,0.995200608
O15439,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,1.167388523,0.731243534,0.731243534,0.731243534,1.19073084
Q14108,0.644033685,1.167388523,0.960880911,1.032060587,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.085074841,0.644033685,1.19073084,0.644033685,1.120129404,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.995200608
Q9H0N5,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,1.19073084,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502
P55265,0.697270083,0.697270083,0.697270083,1.085074841,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.19073084,0.697270083,0.697270083,0.697270083,1.120129404,0.697270083,1.167388523,0.697270083,0.697270083
P23142,0.89426352,1.085074841,0.486017939,0.486017939,0.616996063,1.120129404,0.644033685,0.715777566,0.678762599,0.829856613,0.486017939,1.19073084,0.486017939,0.995200608,0.746709502,0.486017939,0.486017939,0.486017939,0.960880911,1.032060587,0.801933518,0.928783153,0.865865379,1.167388523
Q9Y4F1,0.455244722,0.89426352,0.746709502,0.370919238,0.644033685,0.616996063,0.486017939,0.587783245,1.19073084,0.715777566,1.167388523,0.678762599,0.558242735,0.865865379,0.928783153,0.370919238,0.522520214,0.829856613,1.085074841,0.960880911,1.120129404,1.032060587,0.995200608,0.801933518
P07902,1.032060587,0.587783245,0.960880911,0.587783245,0.587783245,0.587783245,1.167388523,0.587783245,0.587783245,0.587783245,0.865865379,0.587783245,1.120129404,0.587783245,1.085074841,0.587783245,0.928783153,0.587783245,1.19073084,0.995200608,0.829856613,0.587783245,0.89426352,0.587783245
P16671,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
Q96FV2,1.167388523,0.661398142,0.661398142,0.661398142,1.085074841,0.661398142,1.032060587,0.661398142,0.995200608,0.661398142,0.661398142,0.661398142,1.19073084,0.661398142,0.661398142,0.661398142,1.120129404,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142
P04843,0.39936486,0.928783153,0.616996063,1.19073084,0.522520214,0.746709502,0.558242735,1.032060587,0.486017939,0.960880911,0.587783245,1.120129404,0.342473616,0.89426352,0.865865379,1.167388523,0.455244722,0.715777566,0.995200608,0.829856613,0.644033685,0.801933518,0.678762599,1.085074841
P07585,1.032060587,0.89426352,0.616996063,1.179059682,0.715777566,0.47063133,0.801933518,0.47063133,0.829856613,0.47063133,1.085074841,0.587783245,0.995200608,0.960880911,0.678762599,1.179059682,0.865865379,0.47063133,0.928783153,0.47063133,0.746709502,0.47063133,1.120129404,0.644033685
P61006,0.960880911,0.644033685,1.167388523,1.120129404,0.644033685,0.644033685,1.19073084,1.032060587,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.085074841,0.644033685,0.644033685,0.644033685,0.995200608,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685
P05109,0.715777566,0.504269076,0.504269076,0.504269076,0.504269076,0.89426352,0.504269076,0.801933518,0.644033685,1.120129404,0.928783153,1.19073084,0.865865379,1.032060587,0.678762599,0.504269076,0.504269076,0.995200608,0.504269076,0.960880911,0.746709502,1.085074841,0.829856613,1.167388523
Q14498,0.960880911,0.644033685,0.644033685,0.644033685,0.644033685,1.032060587,0.644033685,1.085074841,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.19073084,0.644033685,0.995200608,0.644033685,1.167388523,0.644033685,1.120129404
Q8TF65,0.829856613,0.504269076,0.715777566,0.504269076,0.928783153,1.085074841,0.678762599,1.032060587,0.644033685,1.120129404,0.504269076,0.504269076,0.89426352,0.504269076,0.865865379,0.504269076,0.995200608,0.504269076,0.960880911,1.167388523,0.801933518,1.19073084,0.746709502,0.504269076
Q9NP58,0.644033685,1.120129404,0.746709502,1.085074841,0.558242735,0.865865379,0.486017939,0.995200608,0.829856613,1.032060587,0.801933518,0.39936486,0.587783245,1.167388523,0.522520214,0.39936486,0.39936486,0.928783153,0.715777566,0.960880911,0.678762599,0.89426352,0.616996063,1.19073084
P46019,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
O75489,0.829856613,0.370919238,0.928783153,0.746709502,1.085074841,0.587783245,1.032060587,0.558242735,0.801933518,0.486017939,1.19073084,0.644033685,0.865865379,0.370919238,0.960880911,0.678762599,1.167388523,0.522520214,0.995200608,0.455244722,0.89426352,0.616996063,1.120129404,0.715777566
Q96BI1,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.167388523,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.085074841,0.678762599
P50914,0.455244722,0.960880911,0.644033685,1.120129404,0.455244722,1.19073084,0.746709502,0.995200608,0.558242735,0.829856613,0.678762599,1.167388523,0.587783245,1.032060587,0.715777566,1.085074841,0.616996063,0.89426352,0.455244722,0.801933518,0.455244722,0.865865379,0.455244722,0.928783153
Q9Y6M9,0.829856613,0.57301299,0.865865379,0.57301299,0.995200608,0.57301299,1.085074841,0.57301299,0.89426352,0.57301299,1.167388523,0.57301299,1.120129404,0.57301299,0.801933518,0.57301299,0.928783153,0.57301299,1.032060587,0.57301299,1.19073084,0.57301299,0.960880911,0.57301299
Q9BVL4,0.928783153,0.57301299,0.801933518,0.57301299,1.167388523,0.57301299,1.032060587,0.57301299,0.829856613,0.57301299,0.960880911,0.57301299,1.085074841,0.57301299,0.865865379,0.57301299,1.19073084,0.57301299,1.120129404,0.57301299,0.89426352,0.57301299,0.995200608,0.57301299
Q13247,1.032060587,1.167388523,0.616996063,0.616996063,0.616996063,0.616996063,0.616996063,1.120129404,0.616996063,0.960880911,0.616996063,0.928783153,0.995200608,1.19073084,0.616996063,0.616996063,0.616996063,0.616996063,0.616996063,1.085074841,0.616996063,0.616996063,0.616996063,0.89426352
O76094,0.731243534,0.731243534,0.731243534,1.167388523,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,1.19073084,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534,0.731243534
P11277,1.032060587,1.167388523,0.616996063,0.616996063,0.616996063,0.960880911,0.616996063,0.928783153,0.616996063,0.616996063,0.616996063,0.616996063,0.89426352,1.120129404,0.616996063,0.616996063,0.616996063,0.995200608,0.616996063,1.085074841,0.616996063,1.19073084,0.616996063,0.616996063
Q1KMD3,0.644033685,1.19073084,0.558242735,1.167388523,0.678762599,1.120129404,0.455244722,0.865865379,0.39936486,0.960880911,0.616996063,0.801933518,0.587783245,0.928783153,0.715777566,1.085074841,0.342473616,0.89426352,0.995200608,0.829856613,0.522520214,1.032060587,0.486017939,0.746709502
Q01469,0.661398142,0.661398142,0.661398142,1.120129404,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,1.19073084,0.661398142,1.085074841,0.661398142,0.661398142,0.661398142,1.167388523,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,1.032060587,0.661398142,0.995200608
Q9HC35,0.715777566,1.032060587,0.678762599,0.928783153,0.522520214,0.89426352,0.865865379,1.120129404,0.829856613,0.522520214,0.522520214,0.995200608,0.746709502,1.19073084,0.801933518,0.960880911,0.522520214,0.522520214,1.085074841,1.167388523,0.522520214,0.522520214,0.522520214,0.522520214
P21980,0.616996063,0.928783153,0.715777566,1.167388523,0.39936486,1.120129404,0.455244722,0.829856613,0.678762599,0.801933518,0.587783245,1.085074841,0.558242735,0.960880911,0.746709502,1.19073084,0.486017939,1.032060587,0.342473616,0.89426352,0.644033685,0.865865379,0.522520214,0.995200608
P50993,0.865865379,0.587783245,0.995200608,0.587783245,1.120129404,0.587783245,0.928783153,0.587783245,0.829856613,0.587783245,1.19073084,0.587783245,0.89426352,0.587783245,1.085074841,0.587783245,1.032060587,0.587783245,0.960880911,0.587783245,0.587783245,0.587783245,1.167388523,0.587783245
P06733,0.342473616,0.829856613,0.616996063,0.47063133,0.47063133,0.928783153,0.661398142,1.143758964,0.731243534,1.143758964,0.731243534,1.013630597,0.39936486,0.865865379,0.587783245,0.558242735,0.522520214,0.960880911,0.661398142,1.143758964,0.89426352,1.143758964,0.801933518,1.013630597
P04733,1.167388523,0.587783245,0.995200608,0.587783245,0.865865379,0.587783245,1.085074841,0.587783245,0.960880911,0.587783245,0.829856613,0.587783245,1.19073084,0.587783245,1.032060587,0.587783245,0.89426352,0.587783245,1.120129404,0.587783245,0.928783153,0.587783245,0.587783245,0.587783245
P22059,0.587783245,0.587783245,0.89426352,0.960880911,0.587783245,1.19073084,0.829856613,0.587783245,0.928783153,0.587783245,0.865865379,0.587783245,0.587783245,0.587783245,1.085074841,1.167388523,1.032060587,0.587783245,0.587783245,1.120129404,0.995200608,0.587783245,0.587783245,0.587783245
Q8N8N7,0.746709502,0.801933518,0.522520214,0.522520214,0.522520214,1.032060587,0.89426352,1.19073084,0.678762599,0.865865379,0.960880911,0.715777566,0.928783153,0.522520214,0.522520214,0.522520214,0.522520214,0.829856613,0.995200608,1.167388523,0.522520214,1.120129404,1.085074841,0.522520214
Q9BUF5,0.995200608,0.89426352,0.455244722,0.616996063,0.455244722,1.120129404,0.865865379,1.032060587,0.558242735,1.167388523,0.715777566,0.644033685,0.587783245,0.928783153,0.455244722,0.678762599,0.455244722,1.085074841,0.829856613,0.746709502,0.455244722,0.960880911,1.19073084,0.801933518
Q5T440,1.032060587,0.540381474,0.746709502,0.540381474,1.085074841,0.540381474,0.911523337,0.801933518,0.829856613,0.540381474,0.715777566,0.540381474,0.865865379,0.540381474,0.995200608,0.540381474,1.120129404,0.540381474,1.19073084,0.540381474,0.911523337,0.540381474,1.167388523,0.960880911
P35580,1.19073084,0.960880911,0.801933518,0.522520214,0.486017939,0.342473616,0.630514874,1.032060587,0.89426352,1.085074841,0.678762599,0.829856613,1.167388523,0.455244722,0.865865379,0.715777566,0.587783245,0.39936486,0.558242735,0.746709502,0.995200608,1.120129404,0.928783153,0.630514874
Q12792,0.558242735,1.143758964,0.522520214,0.928783153,0.587783245,0.89426352,0.486017939,0.865865379,0.455244722,0.960880911,0.39936486,0.829856613,0.678762599,1.19073084,0.715777566,1.032060587,0.801933518,1.085074841,0.746709502,0.995200608,0.644033685,0.342473616,0.616996063,1.143758964
Q14344,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,1.167388523,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.085074841,0.678762599,1.120129404,0.678762599
P32189,0.960880911,0.558242735,1.032060587,0.558242735,1.120129404,0.558242735,1.179059682,0.558242735,0.865865379,0.558242735,0.801933518,0.558242735,1.085074841,0.558242735,0.928783153,0.558242735,0.995200608,0.558242735,1.179059682,0.746709502,0.89426352,0.558242735,0.829856613,0.558242735
