protein,kidneyTisue1,kidneyTisue2,kidneyTisue3,kidneyTisue4,kidneyTisue5,kidneyTisue6,kidneyTisue11,kidneyTisue12,kidneyTisue13,kidneyTisue14,kidneyTisue15,kidneyTisue16,kidneyTisue19,kidneyTisue20,kidneyTisue21,kidneyTisue22,kidneyTisue23,kidneyTisue24,kidneyTisue29,kidneyTisue30,kidneyTisue31,kidneyTisue32,kidneyTisue33,kidneyTisue34
P33240,0.558242735,1.120129404,0.865865379,1.19073084,0.801933518,0.558242735,0.558242735,0.995200608,0.89426352,0.558242735,0.558242735,1.032060587,0.558242735,1.085074841,0.928783153,1.167388523,0.746709502,0.558242735,0.558242735,0.558242735,0.829856613,0.558242735,0.558242735,0.960880911
P39023,0.47063133,0.865865379,0.522520214,1.120129404,0.616996063,0.829856613,0.47063133,0.746709502,0.39936486,0.995200608,0.342473616,1.167388523,0.558242735,0.928783153,0.801933518,1.085074841,0.678762599,0.89426352,0.715777566,0.960880911,0.644033685,1.032060587,0.587783245,1.19073084
P54802,0.960880911,0.602389654,0.602389654,0.602389654,1.120129404,0.602389654,1.19073084,0.602389654,0.865865379,0.602389654,0.89426352,0.602389654,1.085074841,0.602389654,0.602389654,0.602389654,0.995200608,0.602389654,1.167388523,0.602389654,1.032060587,0.602389654,0.928783153,0.602389654
P09497,0.995200608,0.746709502,0.928783153,0.558242735,0.960880911,0.865865379,0.829856613,0.644033685,0.616996063,1.032060587,0.678762599,0.39936486,1.085074841,0.715777566,1.19073084,0.39936486,1.120129404,0.89426352,1.167388523,0.486017939,0.587783245,0.801933518,0.522520214,0.39936486
Q8TCT9,0.715777566,0.715777566,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.167388523,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.120129404
Q9H7Z7,0.829856613,0.540381474,0.928783153,0.540381474,0.960880911,0.540381474,0.89426352,0.540381474,1.120129404,0.540381474,0.995200608,0.540381474,0.865865379,0.540381474,0.746709502,1.032060587,1.085074841,0.540381474,1.19073084,0.801933518,0.715777566,0.540381474,1.167388523,0.540381474
Q16719,0.697270083,0.697270083,0.697270083,1.19073084,0.697270083,0.697270083,1.085074841,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.120129404,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.167388523,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083
A2VDF0,1.085074841,0.616996063,0.928783153,0.616996063,0.616996063,0.616996063,0.995200608,0.616996063,0.89426352,0.616996063,0.616996063,0.616996063,1.120129404,0.616996063,1.032060587,0.616996063,0.616996063,0.616996063,1.167388523,0.616996063,0.616996063,1.19073084,0.960880911,0.616996063
P41222,1.032060587,0.644033685,0.644033685,0.644033685,1.167388523,0.644033685,1.120129404,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.995200608,0.644033685,0.644033685,0.644033685,1.085074841,0.644033685,1.19073084,0.644033685,0.644033685,0.644033685,0.960880911,0.644033685
Q96AE4,0.342473616,0.39936486,0.558242735,0.928783153,0.815895066,0.995200608,0.522520214,1.032060587,0.715777566,1.120129404,0.616996063,1.19073084,0.486017939,0.455244722,0.678762599,0.865865379,0.746709502,0.960880911,0.587783245,1.085074841,0.815895066,0.89426352,0.644033685,1.167388523
P53007,0.587783245,0.644033685,0.540381474,1.032060587,0.88006445,0.427304791,0.995200608,0.746709502,0.928783153,0.427304791,1.19073084,0.616996063,0.678762599,0.801933518,0.540381474,1.167388523,0.88006445,0.427304791,0.960880911,0.829856613,1.085074841,0.427304791,1.120129404,0.715777566
Q9NPQ8,0.587783245,1.032060587,0.587783245,1.19073084,0.89426352,0.960880911,0.587783245,0.587783245,0.587783245,1.085074841,0.865865379,0.995200608,0.928783153,1.120129404,0.587783245,1.167388523,0.829856613,0.587783245,0.587783245,0.587783245,0.587783245,0.587783245,0.587783245,0.587783245
P28288,1.085074841,0.602389654,1.167388523,0.602389654,0.995200608,0.602389654,0.865865379,0.602389654,0.602389654,0.602389654,1.032060587,0.602389654,1.19073084,0.602389654,0.960880911,0.602389654,0.928783153,0.602389654,0.602389654,0.602389654,0.89426352,0.602389654,1.120129404,0.602389654
O95487,0.558242735,1.167388523,0.865865379,1.032060587,0.960880911,0.558242735,0.829856613,0.558242735,0.746709502,0.558242735,0.801933518,0.995200608,0.558242735,1.19073084,0.89426352,1.120129404,0.558242735,0.558242735,0.558242735,0.558242735,0.928783153,0.558242735,0.558242735,1.085074841
P30049,0.89426352,0.587783245,0.960880911,0.522520214,0.928783153,0.865865379,1.085074841,0.616996063,0.801933518,0.558242735,1.167388523,0.342473616,0.829856613,0.39936486,1.032060587,0.678762599,0.995200608,0.715777566,1.120129404,0.644033685,0.746709502,0.486017939,1.19073084,0.455244722
Q9UBR2,1.085074841,0.644033685,0.587783245,0.88006445,0.801933518,0.522520214,1.120129404,0.39936486,0.829856613,0.486017939,0.995200608,1.19073084,0.928783153,0.678762599,0.616996063,0.746709502,0.88006445,0.558242735,1.032060587,0.342473616,0.715777566,0.455244722,0.960880911,1.167388523
Q9Y4W6,0.57301299,0.57301299,0.89426352,0.57301299,1.085074841,0.57301299,0.928783153,1.19073084,0.865865379,0.57301299,0.960880911,0.57301299,1.167388523,0.57301299,1.120129404,0.57301299,0.995200608,0.57301299,1.032060587,0.57301299,0.801933518,0.57301299,0.829856613,0.57301299
Q07065,0.602389654,0.928783153,0.960880911,1.19073084,0.602389654,0.602389654,0.602389654,0.602389654,0.602389654,0.602389654,0.602389654,1.085074841,0.602389654,1.120129404,0.602389654,1.167388523,0.865865379,0.602389654,0.602389654,0.89426352,0.602389654,1.032060587,0.602389654,0.995200608
Q02543,0.602389654,0.602389654,0.602389654,1.085074841,0.602389654,0.602389654,0.89426352,0.602389654,0.602389654,1.032060587,0.865865379,1.19073084,0.602389654,0.602389654,0.928783153,0.995200608,0.602389654,0.960880911,0.602389654,0.602389654,0.602389654,1.120129404,0.602389654,1.167388523
P33151,0.715777566,1.032060587,0.540381474,0.540381474,0.540381474,1.120129404,0.540381474,0.928783153,0.89426352,0.960880911,0.847860996,1.167388523,0.801933518,0.540381474,0.995200608,1.19073084,0.847860996,1.085074841,0.540381474,0.540381474,0.540381474,0.540381474,0.746709502,0.540381474
Q9Y305,0.746709502,0.522520214,1.167388523,1.032060587,0.522520214,0.960880911,0.522520214,1.19073084,0.678762599,0.522520214,0.715777566,0.801933518,1.120129404,0.89426352,0.995200608,1.085074841,0.522520214,0.522520214,0.522520214,0.522520214,0.829856613,0.928783153,0.865865379,0.522520214
Q8ND23,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.167388523,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.120129404,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.19073084,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566
Q9UDW1,0.928783153,0.540381474,1.120129404,0.540381474,0.995200608,0.540381474,0.746709502,0.540381474,0.960880911,0.540381474,1.167388523,0.715777566,0.89426352,0.540381474,1.085074841,0.540381474,0.865865379,0.540381474,0.829856613,0.540381474,1.032060587,0.540381474,1.19073084,0.801933518
Q8NE86,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
Q9H9S4,0.678762599,0.928783153,0.960880911,0.731243534,0.89426352,0.427304791,0.865865379,0.522520214,0.731243534,0.427304791,0.558242735,1.032060587,0.801933518,1.120129404,1.167388523,0.829856613,1.085074841,0.427304791,0.995200608,0.587783245,0.644033685,0.427304791,0.616996063,1.19073084
O75438,0.616996063,0.616996063,0.928783153,0.616996063,0.616996063,0.616996063,1.032060587,0.616996063,0.89426352,0.616996063,1.19073084,0.616996063,0.616996063,0.616996063,1.167388523,0.616996063,0.995200608,0.616996063,1.120129404,0.616996063,0.960880911,0.616996063,1.085074841,0.616996063
P63261,0.829856613,0.960880911,0.801933518,0.540381474,0.540381474,0.540381474,0.928783153,1.032060587,0.540381474,1.085074841,1.19073084,1.120129404,0.540381474,0.540381474,0.746709502,0.540381474,0.540381474,0.540381474,0.865865379,0.89426352,0.715777566,0.995200608,1.167388523,0.540381474
P39687,0.746709502,0.801933518,0.678762599,0.928783153,0.715777566,1.19073084,0.558242735,0.865865379,0.522520214,1.120129404,0.587783245,0.370919238,0.829856613,1.085074841,0.995200608,1.167388523,1.032060587,0.960880911,0.486017939,0.89426352,0.370919238,0.616996063,0.455244722,0.644033685
Q13451,0.522520214,0.829856613,0.678762599,1.167388523,0.522520214,0.89426352,0.522520214,0.746709502,0.522520214,0.944832032,0.715777566,1.085074841,0.522520214,1.032060587,0.522520214,1.19073084,0.522520214,0.995200608,0.522520214,0.865865379,0.522520214,0.944832032,0.801933518,1.120129404
Q99798,1.120129404,0.47063133,0.829856613,0.342473616,1.167388523,0.558242735,0.995200608,0.746709502,1.032060587,0.644033685,0.89426352,0.678762599,1.085074841,0.522520214,0.865865379,0.39936486,1.19073084,0.587783245,0.960880911,0.715777566,0.928783153,0.47063133,0.801933518,0.616996063
P25940,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,1.19073084,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502
O00299,0.616996063,0.829856613,0.644033685,1.167388523,0.342473616,0.960880911,0.558242735,0.801933518,0.715777566,0.995200608,0.455244722,1.120129404,0.587783245,0.89426352,0.678762599,1.19073084,0.39936486,0.928783153,0.522520214,0.865865379,0.746709502,1.058567714,0.486017939,1.058567714
P15848,0.697270083,1.120129404,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.085074841,1.167388523,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.19073084,0.697270083,0.697270083,0.697270083,0.697270083
O75531,0.746709502,1.085074841,0.644033685,1.167388523,0.89426352,0.486017939,0.865865379,1.032060587,0.678762599,0.486017939,0.995200608,0.486017939,0.801933518,1.120129404,0.715777566,0.486017939,0.928783153,1.19073084,0.829856613,0.486017939,0.616996063,0.486017939,0.960880911,0.486017939
Q9UHD8,0.522520214,0.960880911,1.032060587,0.865865379,0.342473616,0.89426352,0.558242735,0.801933518,1.085074841,0.715777566,0.587783245,0.644033685,0.455244722,0.928783153,1.120129404,0.829856613,0.39936486,1.19073084,0.616996063,1.167388523,0.995200608,0.746709502,0.486017939,0.678762599
Q06124,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,1.19073084,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502,0.746709502
Q9NQR4,0.995200608,0.486017939,0.616996063,0.342473616,0.89426352,0.715777566,1.032060587,1.167388523,0.865865379,0.678762599,0.829856613,0.455244722,1.085074841,0.522520214,0.587783245,0.39936486,0.960880911,0.746709502,1.120129404,1.19073084,0.801933518,0.644033685,0.928783153,0.558242735
Q9BY32,0.630514874,0.630514874,0.630514874,0.960880911,0.928783153,1.120129404,0.630514874,1.032060587,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,1.085074841,0.630514874,0.630514874,0.995200608,1.167388523,0.630514874,0.630514874,0.630514874,1.19073084,0.630514874,0.630514874
Q14624,0.455244722,0.995200608,1.19073084,0.89426352,0.928783153,0.801933518,0.342473616,0.678762599,0.865865379,1.032060587,0.522520214,0.486017939,0.587783245,0.960880911,1.167388523,1.085074841,0.644033685,0.558242735,0.39936486,0.829856613,0.715777566,1.120129404,0.746709502,0.616996063
P40763,0.602389654,1.032060587,1.167388523,1.085074841,0.602389654,0.602389654,0.602389654,0.89426352,1.19073084,0.602389654,0.602389654,0.865865379,0.602389654,0.602389654,0.602389654,0.928783153,0.602389654,0.602389654,0.602389654,0.995200608,0.602389654,0.602389654,1.120129404,0.960880911
P35611,0.89426352,0.678762599,1.120129404,0.39936486,1.085074841,0.486017939,0.960880911,0.455244722,0.928783153,0.644033685,0.801933518,0.342473616,0.865865379,0.616996063,1.032060587,0.558242735,0.995200608,0.587783245,1.167388523,0.715777566,1.19073084,0.746709502,0.829856613,0.522520214
P13647,0.715777566,1.19073084,1.120129404,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,1.167388523,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566,0.715777566
O75608,0.616996063,0.39936486,1.032060587,1.19073084,0.558242735,0.587783245,0.960880911,0.715777566,0.89426352,0.801933518,0.928783153,0.746709502,1.085074841,0.486017939,0.995200608,1.167388523,0.661398142,0.522520214,0.342473616,0.455244722,0.865865379,0.829856613,1.120129404,0.661398142
Q15274,1.167388523,0.540381474,0.89426352,0.540381474,0.928783153,0.540381474,0.715777566,1.085074841,1.032060587,0.540381474,0.746709502,0.540381474,0.995200608,0.540381474,0.865865379,0.540381474,1.19073084,0.540381474,0.829856613,0.960880911,1.120129404,0.540381474,0.801933518,0.540381474
Q15185,0.486017939,0.746709502,0.342473616,1.19073084,0.39936486,0.801933518,0.616996063,0.89426352,0.587783245,0.829856613,0.678762599,1.120129404,0.558242735,0.995200608,0.644033685,1.032060587,0.455244722,0.715777566,1.085074841,0.865865379,0.522520214,0.960880911,0.928783153,1.167388523
Q8N392,1.085074841,1.167388523,0.678762599,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.19073084,0.678762599,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599
Q86UX7,0.746709502,0.865865379,0.644033685,1.167388523,0.486017939,0.928783153,0.486017939,0.715777566,0.486017939,0.89426352,0.616996063,1.085074841,0.801933518,0.995200608,0.678762599,1.19073084,0.486017939,0.960880911,0.486017939,0.829856613,0.486017939,1.032060587,0.486017939,1.120129404
Q9Y6U3,0.829856613,0.57301299,0.865865379,0.57301299,1.120129404,0.57301299,0.960880911,0.57301299,1.085074841,0.57301299,1.19073084,0.57301299,0.801933518,0.57301299,0.89426352,0.57301299,1.167388523,0.57301299,0.928783153,0.57301299,0.995200608,0.57301299,1.032060587,0.57301299
O60220,0.960880911,0.928783153,0.715777566,0.427304791,1.032060587,0.522520214,1.167388523,0.427304791,0.801933518,0.644033685,0.587783245,0.746709502,0.865865379,0.995200608,0.89426352,0.427304791,1.085074841,0.616996063,1.19073084,0.558242735,0.678762599,0.829856613,1.120129404,0.427304791
Q13576,0.829856613,0.587783245,0.995200608,0.455244722,1.102602122,0.522520214,1.167388523,0.746709502,0.89426352,0.558242735,0.678762599,0.39936486,1.102602122,0.616996063,0.960880911,0.486017939,1.032060587,0.342473616,1.19073084,0.801933518,0.928783153,0.644033685,0.865865379,0.715777566
Q9NX40,0.678762599,0.678762599,0.678762599,0.678762599,1.19073084,0.678762599,1.167388523,0.678762599,1.085074841,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599
P13489,0.801933518,0.370919238,0.661398142,0.558242735,0.746709502,0.587783245,0.455244722,1.167388523,0.911523337,1.032060587,0.829856613,0.995200608,0.661398142,1.120129404,0.370919238,0.715777566,0.616996063,0.522520214,0.486017939,1.19073084,0.960880911,1.085074841,0.911523337,0.865865379
Q9H1E5,0.960880911,1.032060587,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.085074841,0.644033685,0.644033685,0.644033685,0.644033685,0.995200608,1.167388523,0.644033685,0.644033685,0.644033685,1.19073084,0.644033685,0.644033685,0.644033685,0.644033685,1.120129404,0.644033685
O43815,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151,0.77432151
P49589,1.032060587,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.995200608,0.661398142,0.661398142,1.167388523,0.661398142,0.661398142,1.085074841,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,0.661398142,1.19073084,0.661398142,1.120129404
Q9Y376,0.587783245,1.032060587,0.928783153,0.715777566,0.801933518,0.455244722,0.616996063,0.455244722,0.558242735,0.847860996,0.455244722,0.995200608,0.678762599,1.120129404,0.960880911,0.746709502,0.89426352,0.455244722,0.847860996,0.644033685,1.19073084,0.455244722,1.167388523,1.085074841
Q96DH6,1.19073084,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.085074841,0.644033685,0.644033685,0.960880911,1.120129404,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.032060587,0.995200608,0.644033685,0.644033685,1.167388523,0.644033685
P13667,0.587783245,0.960880911,0.829856613,1.19073084,0.342473616,1.085074841,0.644033685,0.89426352,0.801933518,0.715777566,0.455244722,1.120129404,0.616996063,1.032060587,0.865865379,1.167388523,0.39936486,0.928783153,0.522520214,0.746709502,0.678762599,0.558242735,0.486017939,0.995200608
P05155,0.455244722,1.120129404,1.19073084,0.678762599,0.616996063,0.89426352,0.39936486,0.865865379,0.801933518,0.960880911,0.746709502,0.522520214,0.558242735,1.167388523,1.032060587,0.644033685,0.587783245,0.928783153,0.486017939,0.995200608,0.829856613,1.085074841,0.342473616,0.715777566
Q7L576,0.801933518,0.522520214,0.865865379,0.678762599,0.644033685,0.587783245,0.995200608,0.558242735,0.486017939,1.032060587,0.89426352,0.342473616,0.829856613,1.167388523,0.455244722,0.616996063,0.39936486,1.19073084,0.960880911,0.746709502,0.928783153,1.120129404,1.085074841,0.715777566
Q9Y5K8,0.89426352,0.57301299,1.085074841,0.57301299,0.995200608,0.57301299,1.19073084,0.57301299,0.801933518,0.57301299,0.829856613,0.57301299,0.960880911,0.57301299,1.167388523,0.57301299,1.032060587,0.57301299,1.120129404,0.57301299,0.928783153,0.57301299,0.865865379,0.57301299
O95777,0.678762599,1.085074841,0.715777566,0.995200608,0.587783245,0.865865379,0.746709502,0.89426352,0.616996063,0.928783153,0.801933518,1.167388523,0.558242735,1.120129404,0.455244722,1.19073084,0.644033685,1.032060587,0.455244722,0.960880911,0.455244722,0.829856613,0.455244722,0.455244722
Q9BTZ2,1.085074841,0.829856613,0.801933518,0.540381474,1.120129404,0.540381474,1.167388523,0.540381474,0.715777566,0.540381474,0.88006445,0.540381474,0.995200608,0.540381474,0.746709502,0.540381474,1.032060587,0.540381474,1.19073084,0.928783153,0.88006445,0.540381474,0.960880911,0.540381474
Q5JTV8,0.630514874,0.630514874,0.630514874,1.19073084,0.630514874,1.085074841,0.630514874,0.995200608,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,0.928783153,1.167388523,0.960880911,1.120129404,0.630514874,1.032060587,0.630514874,0.630514874,0.630514874,0.630514874
Q9P2R3,0.602389654,0.602389654,0.602389654,1.19073084,0.602389654,0.602389654,0.602389654,0.928783153,0.865865379,0.602389654,0.602389654,0.960880911,0.89426352,0.602389654,0.602389654,1.167388523,1.085074841,0.602389654,0.602389654,1.013630597,1.013630597,0.602389654,0.602389654,1.120129404
P11021,0.504269076,0.829856613,0.960880911,1.167388523,0.558242735,1.032060587,0.455244722,0.865865379,0.697270083,0.697270083,0.504269076,1.085074841,0.342473616,0.801933518,0.911523337,1.19073084,0.616996063,0.995200608,0.39936486,0.911523337,0.746709502,0.644033685,0.587783245,1.120129404
Q9BVK6,0.57301299,0.928783153,0.57301299,1.085074841,0.57301299,1.167388523,0.57301299,0.829856613,0.57301299,0.865865379,0.801933518,0.995200608,0.57301299,1.032060587,0.57301299,1.120129404,0.57301299,1.19073084,0.57301299,0.89426352,0.57301299,0.57301299,0.57301299,0.960880911
Q9UJC5,1.167388523,0.616996063,0.616996063,0.616996063,0.960880911,0.616996063,0.995200608,0.616996063,0.89426352,0.616996063,0.616996063,0.616996063,1.120129404,0.616996063,0.616996063,0.616996063,1.058567714,0.616996063,1.19073084,0.616996063,1.058567714,0.616996063,0.928783153,0.616996063
Q16822,1.102602122,0.746709502,0.829856613,0.455244722,1.167388523,0.558242735,0.928783153,0.715777566,1.032060587,0.587783245,0.865865379,0.342473616,1.102602122,0.644033685,0.801933518,0.39936486,1.19073084,0.616996063,0.97804076,0.678762599,0.97804076,0.522520214,0.89426352,0.486017939
Q8TDX5,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.167388523,0.697270083,0.697270083,0.697270083,1.085074841,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.19073084,0.697270083,0.697270083,0.697270083,1.120129404,0.697270083
O94874,0.678762599,1.085074841,0.928783153,1.19073084,0.522520214,0.960880911,0.829856613,0.522520214,0.865865379,0.522520214,0.801933518,0.522520214,0.522520214,1.167388523,0.995200608,1.120129404,0.89426352,0.522520214,0.522520214,0.522520214,0.715777566,0.522520214,0.746709502,1.032060587
O75935,0.616996063,0.455244722,1.032060587,0.865865379,1.085074841,0.644033685,0.801933518,0.746709502,0.587783245,1.167388523,0.960880911,0.89426352,0.558242735,0.455244722,0.678762599,0.455244722,0.455244722,0.715777566,1.120129404,0.829856613,0.995200608,1.19073084,0.455244722,0.928783153
Q13098,1.085074841,0.644033685,0.644033685,0.644033685,1.167388523,0.644033685,0.644033685,0.644033685,1.032060587,0.644033685,0.995200608,0.644033685,0.960880911,0.644033685,1.19073084,0.644033685,0.644033685,0.644033685,0.644033685,0.644033685,1.120129404,0.644033685,0.644033685,0.644033685
P21333,0.644033685,0.960880911,0.522520214,0.89426352,0.455244722,0.801933518,0.342473616,0.829856613,0.715777566,1.085074841,0.616996063,1.19073084,0.678762599,0.928783153,0.558242735,0.995200608,0.486017939,1.120129404,0.39936486,0.865865379,0.746709502,1.032060587,0.587783245,1.167388523
P30038,0.88006445,0.455244722,1.032060587,0.342473616,1.179059682,0.678762599,0.928783153,0.522520214,1.085074841,0.616996063,0.801933518,0.746709502,0.88006445,0.486017939,0.960880911,0.39936486,1.179059682,0.644033685,0.995200608,0.558242735,1.120129404,0.587783245,0.829856613,0.715777566
Q9UJ70,0.455244722,0.587783245,0.801933518,1.167388523,0.715777566,1.120129404,0.486017939,0.928783153,0.678762599,0.865865379,0.342473616,1.032060587,0.630514874,0.746709502,0.829856613,1.19073084,0.558242735,0.995200608,0.522520214,0.960880911,0.630514874,0.89426352,0.39936486,1.085074841
Q15404,0.678762599,1.013630597,0.342473616,0.486017939,0.616996063,1.013630597,0.865865379,0.616996063,0.558242735,1.120129404,0.616996063,0.960880911,0.89426352,1.085074841,0.522520214,0.39936486,0.455244722,1.167388523,0.829856613,0.801933518,0.715777566,1.19073084,0.746709502,0.928783153
P49257,0.427304791,0.427304791,0.678762599,1.19073084,0.644033685,0.928783153,0.715777566,1.032060587,0.558242735,0.829856613,0.89426352,0.522520214,0.587783245,0.427304791,0.801933518,1.120129404,0.616996063,0.960880911,0.746709502,0.995200608,0.427304791,1.085074841,0.865865379,1.167388523
P61106,0.995200608,0.815895066,1.032060587,0.715777566,0.746709502,0.678762599,0.616996063,0.960880911,0.47063133,0.815895066,0.928783153,0.587783245,0.47063133,0.865865379,0.47063133,1.167388523,0.47063133,0.47063133,1.120129404,0.89426352,1.085074841,1.19073084,0.644033685,0.47063133
P01833,0.995200608,0.630514874,1.032060587,0.630514874,0.630514874,0.630514874,0.960880911,0.630514874,0.928783153,0.630514874,1.167388523,0.630514874,0.630514874,0.630514874,1.085074841,0.630514874,0.630514874,0.630514874,0.630514874,0.630514874,1.120129404,0.630514874,1.19073084,0.630514874
P40616,0.504269076,0.89426352,0.504269076,1.167388523,0.746709502,0.995200608,0.504269076,0.960880911,0.644033685,0.504269076,0.801933518,1.120129404,0.504269076,0.504269076,0.678762599,1.085074841,0.504269076,0.865865379,0.504269076,1.032060587,0.715777566,0.928783153,0.829856613,1.19073084
P36543,0.89426352,0.486017939,1.120129404,0.455244722,1.013630597,0.715777566,1.085074841,0.746709502,0.928783153,0.587783245,0.522520214,0.558242735,0.865865379,0.342473616,1.19073084,0.39936486,1.013630597,0.616996063,1.167388523,0.678762599,0.960880911,0.801933518,0.829856613,0.644033685
P37837,0.801933518,0.39936486,0.486017939,0.678762599,0.558242735,0.928783153,0.644033685,1.19073084,0.715777566,1.032060587,0.746709502,1.085074841,0.616996063,0.342473616,0.455244722,0.865865379,0.522520214,0.97804076,0.89426352,1.167388523,0.829856613,0.97804076,0.587783245,1.120129404
P11047,0.661398142,0.960880911,0.715777566,0.746709502,0.587783245,1.120129404,0.486017939,1.058567714,0.801933518,0.865865379,0.39936486,0.89426352,0.616996063,0.928783153,0.558242735,0.661398142,0.342473616,1.19073084,0.455244722,1.167388523,0.829856613,0.995200608,0.522520214,1.058567714
Q8WWM9,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.032060587,0.678762599,1.085074841,0.678762599,0.678762599,0.678762599,0.678762599,0.678762599,1.120129404,0.678762599,0.678762599,0.678762599,1.19073084,0.678762599,0.678762599,0.678762599,1.167388523,0.678762599,0.678762599
Q9Y266,0.486017939,0.342473616,0.89426352,0.928783153,0.455244722,0.746709502,0.522520214,0.829856613,0.678762599,1.085074841,0.39936486,1.167388523,0.587783245,0.630514874,0.960880911,1.032060587,0.558242735,0.995200608,0.865865379,0.801933518,0.715777566,1.120129404,0.630514874,1.19073084
P62266,0.587783245,0.865865379,0.587783245,1.085074841,0.587783245,0.928783153,0.587783245,0.829856613,0.587783245,0.587783245,0.587783245,1.167388523,0.587783245,0.89426352,0.587783245,1.120129404,0.587783245,0.995200608,0.587783245,0.960880911,0.587783245,1.032060587,0.587783245,1.19073084
P48739,0.697270083,0.697270083,0.697270083,1.19073084,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.085074841,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,0.697270083,1.167388523,0.697270083,1.120129404
P19652,0.455244722,0.928783153,1.032060587,0.486017939,0.342473616,0.995200608,0.522520214,0.678762599,0.616996063,1.167388523,0.865865379,0.644033685,0.558242735,0.960880911,1.085074841,0.587783245,0.39936486,0.89426352,0.829856613,0.746709502,0.715777566,1.19073084,0.801933518,1.120129404
Q9NUI1,1.032060587,0.558242735,0.558242735,0.558242735,1.102602122,0.995200608,1.167388523,0.558242735,0.558242735,0.558242735,0.801933518,0.928783153,0.865865379,0.558242735,0.558242735,0.558242735,1.102602122,0.960880911,1.19073084,0.829856613,0.746709502,0.558242735,0.558242735,0.89426352
O94760,1.167388523,0.587783245,0.616996063,0.370919238,0.746709502,0.928783153,1.032060587,1.120129404,0.678762599,1.19073084,0.995200608,0.455244722,1.085074841,0.486017939,0.715777566,0.370919238,0.89426352,0.644033685,0.558242735,0.960880911,0.815895066,0.815895066,0.865865379,0.522520214
Q9H611,0.960880911,0.57301299,0.57301299,1.19073084,0.829856613,1.085074841,0.57301299,1.120129404,0.995200608,0.57301299,0.57301299,0.57301299,0.928783153,0.57301299,0.57301299,1.167388523,0.57301299,0.57301299,0.801933518,0.57301299,0.865865379,0.57301299,0.89426352,1.032060587
