Celline, MCF7, T47D, ZR751, AU565, BT474, SkBr3, BT20, HCC1143, HCC1806, HCC1937, HCC70, MB468, BT549, HCC1395, Hs578t, MB157, MB231, MB436
H0YDK2,-0.241509589,-0.435036676,-0.203512325,-0.257829318,0.487734969,-0.104563472,-0.035797886,0.63686621,-0.403948998,0.319533367,0.097976878,0.356230185,0.647911993,0.035797886,-0.579125898,0.508151232,-0.34234003,0.338040496
Q9UNH6-3,0.029037151,-1.470160923,-0.202818286,-0.986481229,-0.43583179,0.197909789,-0.088191466,-0.194819744,-0.029037151,0.3414517,0.228652762,0.588279595,0.237877894,-1.149292542,0.768328229,0.879635846,0.276296447,-0.118959024
P08842,0.094814587,0.003350311,0.644903857,-0.121382126,2.332628861,-0.113718166,1.699925482,-0.003350311,-0.210494763,1.273100634,1.355184557,0.581228661,-0.239444349,-0.077516455,-0.02480191,-0.132696952,0.262259282,-0.346688601
Q6UX71,0.27242788,-0.071328984,0.290317134,-0.49083904,-0.264470383,-0.761196441,-0.25986165,1.228600965,-0.654004776,0.043509297,0.032784214,0.35628066,1.364622663,0.591836066,-0.668223533,0.172740907,-0.0461172,-0.032784214
Q15651,0.135100164,-0.757049597,-0.615756648,0.136088969,-0.011060516,0.020077537,-1.540056155,0.627552238,0.30551308,0.730660604,-0.910394288,0.557325819,-0.687257877,-0.988416434,-1.202511593,0.254225315,-0.789234365,0.011060516
Q99956,-0.211283785,-0.19832344,-0.041387837,0.20466579,-0.422114001,0.071212127,-0.471894093,0.041387837,1.65395272,0.514082136,0.06516425,-0.198946979,0.207235883,-0.204204734,-0.431398751,0.347403233,-0.804264065,1.466263709
Q8TB96,0.130705729,0.002348048,0.34833127,0.346931744,0.202467196,0.413080019,0.561376376,-0.234643958,-0.378781744,0.302925624,-0.002348048,-0.022268573,-0.037634224,0.285582253,-0.193803564,-0.070044146,-0.404620056,-0.534382675
Q53H47,0.221409139,-0.328195655,0.258947154,0.482353414,0.415936469,0.12888103,-0.325263911,-0.387152418,-0.448765487,-0.275383002,-0.237536607,-0.12888103,0.732893693,0.525152317,-0.162840311,0.587990748,-0.739805926,0.336474425
Q9H019,0.23098959,0.138992565,0.357717376,-0.070133121,0.48952391,-0.35065554,-0.259163379,-0.415481944,-0.352204005,-0.259484712,-0.096082085,0.014921591,0.303066764,0.187196722,0.007642241,0.299775111,-0.007642241,-0.192649568
O00767,0.419910373,0.576522035,0.368889011,-0.062214085,0.336471575,0.15760151,-0.774017997,-0.039327325,-0.852771795,-0.008286389,-0.392054901,0.961755928,2.571995497,1.15428347,0.008286389,-0.649920109,-0.226571666,-0.852283986
H7C1V1,-0.14231668,-0.234895497,-0.048295689,-0.051909203,1.149994068,0.972435345,0.048295689,1.029088139,0.095019716,-0.332598711,0.05778147,0.409662863,-0.250257262,0.151100431,-0.948098518,0.140140828,-0.575779932,-0.060072856
H7BXS2,-0.110761884,-0.555351669,0.087084326,0.467586403,0.246925295,1.019942638,-0.251065244,-0.047976394,-0.114204448,-0.458289976,0.318425558,0.218736258,-0.150945989,0.462513587,-0.031294644,0.022131646,-0.022131646,0.070057924
Q92585,0.494671384,-0.283868974,-0.004601833,-0.379627408,0.408380063,-0.020619037,0.004601833,0.43063679,-0.152621311,0.009349717,-0.052162146,0.407372194,-0.01333947,0.042887721,-0.050953667,0.557798361,-0.228342079,0.441117935
Q12770,-0.089863569,0.179915286,0.224460459,0.213199692,0.102753302,-0.062171868,-0.101446776,-0.117151662,-0.918906221,0.029524652,-0.003666773,0.003666773,0.023870195,0.347158305,0.08365446,-0.753997451,-0.110406429,-0.330043923
A0A3B3ITK0,-0.004621356,NA,-0.45194056,NA,-0.16490864,0.324500687,0.530548403,0.004621356,NA,NA,-0.24014787,-0.299630267,4.162687721,-0.397849698,NA,0.436369742,0.142992009,NA
Q96EU6,-0.003423249,-0.087677897,-0.571290018,0.687292903,0.083375712,0.003423249,0.028242044,0.359644343,0.430443422,-0.258432652,-0.284780287,0.421785426,-0.141970865,-0.340112762,-0.211845387,-0.192119107,0.096043208,0.107663605
Q15560,0.962085516,0.175428652,0.103201945,-0.287347497,-0.040239775,-0.461413874,0.047476432,0.040239775,-0.197672784,-0.138193071,-0.153497274,-0.583111993,0.235772931,0.653148063,-0.480239742,1.303804719,0.267106221,-0.748040186
P19440,-0.370711784,0.845939872,1.201056505,2.322376152,1.339965391,1.426003706,0.950240861,0.140631873,-0.327196388,-0.140631873,0.221345916,-0.142707272,-0.480239286,-0.377816701,-0.420429238,-0.381498761,-0.141521444,1.078336777
Q96G75,0.174092742,0.224000131,0.064384143,-0.037812604,0.182023419,0.190339981,0.44647828,-0.208293924,-0.366999566,-0.222413522,-0.251187683,0.02320792,0.078849593,-0.269755938,-0.02320792,0.557355953,-0.062547402,-0.438504706
Q9NXS2,0.423113305,0.027700181,0.387983712,-0.416893984,-0.121283002,-0.216741869,-0.110383941,0.312656041,-0.225236974,0.089426209,-0.027700181,0.605819669,0.758014206,-0.093389819,0.810619851,-0.403908974,0.517046001,-0.988352329
Q9NZJ9,-0.13841031,0.721855964,0.389840167,0.670459938,0.827567051,0.433153359,-0.534384297,-0.475371694,0.415474814,-0.418277556,-0.329503664,-0.511673827,0.285628976,-0.090740823,-0.41628227,0.187430068,0.090740823,-0.126618648
Q86T24,0.393864854,-0.570892722,-0.291256767,-0.779333378,0.075744439,0.412448711,1.247246307,0.001210241,-0.394816691,-0.150136829,-0.001210241,0.186195777,0.318331633,0.46279768,-0.726462311,-0.505369884,-0.063138611,0.425982993
Q4VC31,-0.07242422,0.023990003,-0.215768378,0.515228464,0.551652646,0.227759238,0.505987704,-0.023990003,0.747350816,0.25062899,0.228488469,-0.72611397,-0.207458001,-0.714218473,-0.303239414,-0.583974156,-0.080861857,0.597982379
E9PN48,0.292403028,0.875617412,0.192160131,0.03291734,0.088250828,0.065042218,-0.196504313,0.297002014,0.532481398,-0.03291734,-0.046383132,0.631745879,-1.234847879,-0.723191836,-0.698766404,-1.053772269,-0.680682108,-1.400194111
O15015,0.037878454,-0.102009691,-0.09732186,-0.021213507,0.404866934,0.276158384,-0.168917615,0.529544543,0.049093226,0.015187171,-0.015187171,-0.082172757,0.038900312,0.225005929,-0.394092101,-0.182764648,-0.247351924,0.292416323
Q9BYX7,-0.077374701,-0.099675314,0.186692869,-0.008989868,0.003304392,-0.460511346,-0.491405354,0.13371731,-0.324678029,-0.219885849,0.184679995,0.268205796,0.379582584,0.028748159,0.103909702,-0.003304392,0.510142271,-0.251888527
Q96LI5,-0.015615737,0.031096524,0.102051012,0.206566097,0.16187631,0.60402207,-0.065467628,-0.21587866,0.209051116,-0.311452604,0.03605481,-0.026431355,-0.132531612,0.116674629,-0.441684501,-1.060879443,0.015615737,-0.015751506
Q9P2N6,0.005896197,-0.158474652,-0.00181652,-0.234636732,0.167770663,-0.123785332,0.006872922,0.125159224,0.505658686,-0.142095329,-0.226238431,0.00181652,-0.077714888,0.120196662,-0.027282106,0.130537428,-0.076297248,0.009679922
Q9H5H4,0.200529321,0.11686517,0.111377568,0.081418888,0.174451236,0.258650099,-0.098670199,-0.08800483,-0.102703903,0.352400849,-0.015216472,-0.575814442,-0.187733538,0.015216472,-0.292599938,-0.321818527,-0.785098834,0.07241231
A0A087WZQ7,0.821250578,0.009582077,0.185866324,-0.611845828,0.201559414,-0.261037475,-0.049871748,0.26008301,-0.392704399,0.158517861,-0.18003539,0.337491759,0.380495991,-0.35040192,-0.407976653,-0.009582077,0.229480842,-0.925240017
Q9NRD5,1.169711092,0.893013903,1.593280618,-0.910338515,1.585230984,1.297783415,-0.156926195,0.433091186,-0.951812673,-0.206586568,0.25976428,1.392974139,-0.286114221,-0.572934221,-0.970331189,-0.634792118,-0.227823908,0.156926195
Q6ZWJ1,0.592965919,0.92396122,0.228063348,-0.46515993,1.393504637,-0.576391961,-0.086133443,0.326526814,-0.242535167,0.029752238,-0.476795167,-0.029752238,-0.061257793,-0.33948282,0.073474369,0.508778621,0.412051799,-0.417825558
Q969Z3,0.145208301,2.210007161,1.71770633,-0.233076809,1.439992493,-0.143645941,-0.322115001,-0.121715902,0.871075716,0.966760495,-0.021458054,1.415701011,-0.344020353,-0.925703086,-0.906204229,0.021458054,0.143616819,-0.131827186
Q15714,0.429374496,-0.590194822,-0.006730692,-0.075526065,0.330465439,0.045134004,0.295741751,-0.380516454,-0.537152106,0.596523805,0.006730692,-0.477256005,1.014802073,1.1094648,-0.214525978,-0.284569033,0.449280367,-0.347082916
F5H5R8,0.349383751,0.921799396,1.638907113,-0.189803176,1.102327806,0.184658313,0.118135202,-0.118135202,-0.811343792,1.159765,-0.638166613,0.55270223,-0.716760169,-0.867464135,-0.225767422,-0.208273412,0.372826457,-0.318112359
Q9NQG6,-0.626575326,-0.539397152,-0.525278927,0.235687097,0.264344979,0.145952148,-0.142488576,0.082811079,0.121784076,0.007765699,0.126671421,-0.041667924,0.207770312,0.844009465,-0.094909564,-0.116508613,-0.475747448,-0.007765699
Q8N2W9,0.088781375,0.085904866,-0.282220818,-0.136799761,0.158277381,0.30080725,0.382323268,0.214122599,0.353451303,-0.008862347,-0.414530004,-0.015393098,-0.026358176,0.041385045,-0.101584382,-0.331382867,0.008862347,-0.083569767
Q92871,-0.009827744,-0.360904646,-0.268125754,-0.329473636,-0.179301408,0.272904817,-0.294256883,0.462618759,-0.179635392,-0.51532361,-0.087474386,0.862251267,0.009827744,0.632241602,1.268429197,1.211079151,0.634600669,0.052628001
Q8WYN0,0.013835497,-0.013835497,-0.050546918,0.022970029,-0.257507929,0.243677509,1.018934028,-0.571142378,-0.310982235,-0.074615021,0.352423778,1.238075261,0.206074233,-0.107643284,-0.302623796,0.035293989,-0.024169123,0.174741484
Q6P3S1,0.041070277,-0.213457426,1.06488037,-0.041070277,0.820714301,-0.215954639,0.649175809,0.244501417,0.358570466,-0.054923877,1.438520828,0.994007939,-0.158002086,0.081344264,-0.348800189,-0.267260265,-0.162884762,-0.357351328
Q9HBE1-4,0.02682491,NA,0.151832527,NA,0.722524168,NA,NA,0.171463927,NA,NA,-0.679223621,-0.756353967,-1.03692499,0,NA,NA,-1.277217447,NA
Q5JVS0,0.405180209,-0.085021196,0.448403073,-0.332597268,-0.325444045,-0.135701736,-0.127845934,-0.381585665,-0.598926002,0.452001615,-0.377917855,-0.139592742,0.867547354,0.658541504,0.472616076,0.085021196,0.548211083,1.077027712
Q15041,-0.082376795,0.351831598,0.035255997,-0.247358494,0.040434062,-0.130408161,-0.147752787,0.407598006,-0.942237962,0.242490003,0.395905267,-0.301446757,-0.035255997,0.730341511,-0.1067345,0.394793651,0.255144538,-0.052381898
Q9UIV8,NA,0.481202852,NA,-0.148039532,NA,0,-0.305798305,NA,2.413510343,0.001821355,NA,NA,NA,NA,-0.368413915,-0.27901483,NA,0.097930977
Q9Y3Q3,1.218723264,1.538967889,1.655931081,-0.044163833,0.940458083,0.267193122,0.01517826,0.373822547,-0.398006763,0.234295543,-0.01517826,-0.537896538,-0.349726523,-0.489040968,-0.593421219,0.280133957,-0.854622831,-0.611085652
A0A0A0MQW3,NA,0.056018447,0.187026801,0.10360605,NA,0.147274402,-0.056018447,NA,3.600487491,-0.187121052,-0.291670643,NA,NA,-0.285268122,-0.208675149,0.072664756,NA,-0.263321788
Q969U7,0.016851373,0.3487919,-0.923081237,-0.342825273,-0.210596186,-0.16016907,0.089326396,-0.15042482,0.133501633,0.188787493,-0.113383166,1.026087771,-0.042982005,-0.782378932,0.091184675,0.287298767,0.319242624,-0.016851373
Q96BF6,0.135028711,-0.298846639,0.401625937,-0.025800802,-0.175164667,0.651424611,1.083120852,-0.263912737,-0.55142238,-0.51628016,-0.093263586,-0.221190256,0.257673847,1.200171991,-0.062020988,0.025800802,0.56380897,0.444833454
Q9Y680,-0.723336952,-0.515000581,-0.685602243,-0.692751292,-0.78719093,-0.615791706,-0.526992609,0.068829968,0.358244415,-0.068829968,0.296131593,-0.490762145,0.6819259,2.606331062,1.483507509,2.227426403,0.479401515,0.293110157
Q86YD1,0.174251256,-0.180835886,0.195879996,-0.766224937,0.248232746,-0.093981219,-0.142771058,-0.001384844,-0.877094865,0.477713801,-0.087368618,0.244222708,0.105138028,0.226039695,-0.126491401,0.001384844,0.196863502,-0.397368486
P14209,0.11962147,0.117500205,0.128252071,-0.988536528,0.902664483,-0.898717482,-0.44822995,-1.561641099,-0.442846163,0.224084037,-0.169152102,-0.117500205,0.919986106,1.797251291,0.388634142,1.642058135,-0.913291737,-0.135105021
O94985,-0.411015794,-0.585393546,-0.377766071,-0.13520074,-0.103949606,0.103949606,-0.213954068,0.19379044,0.13549244,-0.112543463,0.396468839,-0.575867062,0.787094677,0.374872184,0.202698261,0.274492539,0.216560759,-0.509760455
F6WH68,0.257378989,-0.144297289,0.72556993,0.976439141,0.166979748,0.613792744,-0.046373428,-0.247236737,-0.030107958,0.016673043,-0.191552057,-0.442478666,-0.165751393,-0.083060345,-0.016673043,0.480294864,0.261733403,0.521743957
Q9NZM4,0.251956924,-0.264715511,-0.005015624,-0.389928407,0.381891377,-0.192356588,0.144458788,0.005015624,0.557385463,0.050870599,0.13178208,-0.163778411,0.111080688,0.051354544,-0.103044955,-0.420202159,-0.042659049,-0.080556881
Q92968,0.517263108,-0.120235509,-0.410178135,0.323969134,0.031834209,-0.007668279,0.285736355,-0.133956776,-0.449534953,0.007668279,-0.090829205,0.217401459,-0.509454238,0.49562049,-0.082721288,0.31002798,-0.648325049,0.550546824
Q96AB6,0.060345512,-0.39443048,0.333890856,-0.555407104,0.023772597,-0.308409894,-0.309738655,0.528649546,-0.199433355,-0.425812371,0.32722777,-0.063270829,0.639238761,0.652568218,-0.150638452,0.34326986,0.213756614,-0.023772597
Q9NZ45,0.17355697,1.52400572,0.047485789,0.823132982,-0.334037426,0.143525933,-0.330024922,-0.359528056,0.164718567,-0.621312813,-0.322676809,0.412573051,0.615692772,0.943350022,-0.374766343,-0.401450686,-0.888192784,-0.047485789
Q8TF46,0.638060444,-0.249274318,-0.149527326,0.125265844,-0.081632654,0.030818215,-0.099650576,0.011022812,-0.104491679,0.24075395,-0.345186092,0.048570177,-0.011022812,0.176193994,-0.099758392,-0.250539519,0.809127307,0.27721199
Q99442,-0.147066835,1.03296598,0.115252828,0.216662655,-1.12096558,0.420478885,0.009473926,-0.104603529,-0.009473926,0.349981623,0.164918687,-0.35402881,-0.29161128,0.063882872,-0.296518591,-0.065222915,-0.038059966,0.271458198
Q8TDN4,0.099813742,0.388375777,0.852462043,0.191719318,0.818609195,0.06857322,-0.615452857,-0.46241142,-1.014146709,0.372857665,0.090993913,-0.72377253,-0.419180399,0.264494899,-0.277962165,-1.033076645,-0.06857322,-0.185392432
Q9NS00,-0.696960595,-0.734598839,-0.069223275,0.028050722,-0.5827952,0.444021906,0.250668428,-0.137372531,-0.393400659,-0.293268133,1.000540355,0.543094741,1.049422122,0.124411483,-0.028050722,-0.872552777,0.240324411,0.577155194
F5H2A4,-1.860202296,0.134484322,-0.98108989,0.113637183,-1.678376305,-0.907663524,-0.820838709,1.723007613,4.618807793,0.319824598,-0.817882019,-0.864899253,0.224282915,-0.113637183,1.482786007,-0.184283797,2.515622601,2.823965615
O15156-2,0.47157215,0.46757895,0.443706111,0.686150801,0.815008157,0.457447412,0.253029641,-0.163794845,-0.348813579,-0.462214001,0.884762967,0.163794845,-0.496502044,-0.300056697,-0.616196366,-1.071623834,-0.810534908,-0.393783468
Q9GZN8-2,0.189829096,-0.986990717,-0.986573152,0.221235271,-0.368357075,0.871497174,-0.365092238,0.273185248,-0.085994207,0.246368509,-0.446772752,-0.285320865,0.572568974,-0.219500652,-0.018450668,0.313337823,0.018450668,0.340881554
D6R9Y6,NA,0.266574095,NA,-0.524891582,NA,0.17391787,-0.298805537,NA,-0.101640262,0,NA,NA,NA,NA,0.516861349,0.6023054,NA,-0.278823292
Q8NBM8,0.975883347,1.171083539,0.878192655,-0.168969586,0.018542226,-0.018542226,-0.763373333,0.168677823,-1.261996167,0.496785278,0.134327731,-0.147405067,-0.32662723,0.567640517,-0.342050539,0.915577705,-0.440282722,-0.606035851
Q15742,1.350930152,0.21830592,0.411262381,0.082361874,-0.178711236,-0.250443873,-0.339977852,0.533947045,0.284558766,-0.264213767,-0.346823741,-0.293273362,0.39043664,0.085337355,-0.082361874,0.559346965,-0.433110856,-0.156227787
Q12962,0.085809674,0.287470122,0.022901633,-0.089133506,0.428578324,-0.022901633,-0.05504515,0.229780891,0.513920558,-0.142551973,-0.13441051,-0.03724117,-0.250399946,0.05365149,-0.161450196,0.400332021,0.114318137,-0.078174124
P35268,-0.327817126,-0.223900654,-0.151671767,0.101425289,-0.281300321,0.207546542,-0.126864015,0.063668078,0.227278947,-0.243048968,-0.109570385,0.062703105,0.015880283,0.027928108,0.100108026,-0.123738528,-0.015880283,0.166394017
Q0IIM8,-0.697507861,-0.544075019,0.255693941,-0.641903481,-0.071619316,0.20492782,0.210524831,-0.733339429,-0.416427196,-0.775676917,0.336735626,-1.108838433,0.237363827,0.390839045,0.684414948,-0.909909782,0.071619316,0.205860841
Q2TB10,0.252271029,-0.37806801,0.230599926,1.76167286,-0.218560382,1.276731456,-0.050132738,-0.723035538,-0.426770175,-0.941233113,-0.367604691,0.158436059,-0.562543717,0.201485521,0.050132738,-0.496557242,0.17432548,0.221573896
Q13938,0.986576078,-0.18378242,1.385238916,3.995042995,1.479593394,3.663447356,-0.120670996,0.973154019,-0.072920442,1.233167875,0.072920442,-0.235613806,-0.474837904,-0.521563089,-0.117595003,0.508295128,-0.622030138,-0.136782854
Q86VX2,0.161474329,0.509752137,0.304503568,-0.246249555,0.043108533,-0.083753254,-0.029468874,-0.036017203,-0.056429735,0.006926617,-0.393621355,0.090302937,-0.460541986,-1.363381401,-0.00691326,0.00691326,0.181953681,0.137296103
Q86UY6,-0.020328368,0.483683259,-0.531593628,-0.429939895,0.990883206,-0.208984157,0.241711477,-0.366120564,-0.488259649,0.190939615,-0.387265675,0.798735758,0.065775425,0.153019112,-0.166083259,-0.523019445,0.020328368,0.240317756
Q8IV48,-0.25748441,-0.011118979,-0.310308029,-0.321872051,0.0604459,0.01386055,-0.15757965,0.07951593,0.011118979,-0.153003476,-0.683880921,0.378976875,1.105052494,-0.180326075,0.34127365,-0.507364305,0.529859572,1.108606536
O75251,-0.341776512,0.064454934,0.142024608,0.281579664,0.465110667,0.674968982,-0.068411503,-0.18021378,-0.374824427,0.100715211,-0.599061513,0.585654046,0.19939057,-0.064454934,-0.383525884,-0.105328683,-0.187359703,0.371569393
Q96T21,1.119182214,0.586187855,0.757019256,-0.337303284,0.724091514,0.112968782,-0.318309978,-0.494585481,-0.5948117,-0.460584831,0.179777918,0.256777913,-0.413124447,-0.654017821,-0.403031439,-0.00669663,0.00669663,0.923871028
P63172,-1.069948255,0.164645152,-0.504330607,-0.402751569,0.023955706,-0.271301439,0.033997236,-0.023955706,0.041201601,-0.026275596,0.111045141,-0.495938556,0.614301872,0.291703412,0.205855193,0.623229167,-0.056534989,-1.230700676
Q9BXS4,-0.190546147,-0.2872395,-0.260179364,-0.273324379,0.391735954,-0.028198518,-0.542271237,0.02317608,-0.373646216,-0.17887498,0.472622139,0.213092503,2.496944186,-0.012026377,0.17918628,0.369717453,0.693829147,0.012026377
Q9UQ03,0.369257286,-0.047243158,-0.144234657,-0.043816052,0.057614626,-0.06501756,-0.091322226,-0.015657734,-0.195174957,0.015657734,-0.166961382,-0.076339831,0.130193132,0.252502025,3.358666482,0.232403101,0.973281023,0.391975445
P42766,-0.889770873,-0.060305745,-0.678823005,-0.038825035,-0.154083192,0.038825035,0.077898487,-0.425392532,-0.444958819,-0.282866124,-0.275412614,0.559744424,0.172403448,0.080970452,0.732111575,0.2143406,0.215046727,0.670079471
Q9GZV5,-0.319743823,-0.021219415,-0.505903086,-0.391114814,-0.724037233,-0.368048496,0.251629083,0.633125748,-0.208730043,0.521952208,0.094105864,0.021219415,0.540678124,1.001752058,0.413508573,0.105532867,-0.209582613,-0.276238216
Q8NG68,0.024604485,-0.518523876,-0.168253882,-0.490763485,0.079599936,-0.465011574,-0.024604485,-0.389952686,0.062391919,-0.599679063,-0.294553751,0.397992633,0.291316367,-0.11305851,0.184599962,0.449319498,0.558494032,0.670235085
Q9BWU1,0.448286602,-0.156950696,0.123281288,-0.14833576,0.103583634,-0.028837648,0.362610673,-0.080053179,0.079331185,-0.235714628,-0.011458831,0.301615883,0.011458831,0.040926393,-0.390355886,0.256190277,-0.342119005,-0.027557797
A0A3B3ISS6,-1.513098365,-0.009736933,-0.257542031,0.009736933,0.578510139,0.45274562,-1.175527651,0.358927186,1.599487851,-0.426462766,0.54741968,-1.243308264,-1.226477727,1.167305281,0.729120846,1.143691226,-1.582123899,-0.011899053
Q9NQ89,0.25208951,-0.033268003,0.198022472,-0.305345628,0.249527542,-0.219226727,0.346534123,-0.03474176,-0.094626129,-0.131247867,0.136988005,0.033268003,-0.200000525,0.283796463,-0.278567122,0.221712673,-0.663839021,0.068407964
P43353,-0.285680254,0.759590981,1.176099924,0.20626746,-0.561602961,0.029884073,-0.540257023,0.634532095,-0.153460741,1.516263887,-0.297804995,-0.486092437,-0.029884073,1.416003406,-0.493886934,0.555753515,0.108806954,-0.256422051
Q96G74,0.04603419,0.234469928,-0.079800517,-0.206027593,0.085096241,0.081343746,-0.04603419,-0.201056657,0.049584385,-0.070857084,-0.461853459,0.649768984,-0.37665833,-0.474410353,-0.270525716,0.04743539,0.112969111,0.244539679
K7EMU2,0.435354156,NA,1.533293772,NA,-0.423946981,NA,NA,-0.600269754,NA,NA,0.099281879,-0.441932726,-0.489238441,0.050494806,NA,NA,0,NA
P0DMU7,-0.605721061,1.484279424,NA,1.064815346,-1.340050113,0.363897735,5.303421036,-0.222859389,0.214767901,0.507288454,NA,-0.20614307,-0.667306962,NA,0.815567602,-0.005879829,0,-0.197662844
Q96CS2,0.149300212,-0.001407364,-0.048886456,-0.402314172,0.130350307,-0.256108125,0.001407364,0.129903609,-0.448351396,-0.312305506,0.091516952,-0.08929649,0.598884562,-0.050139897,-0.005278922,0.010187128,0.60831699,0.560382336
Q00266,0.292079502,-0.002174169,0.381104284,0.338146237,2.832053211,-0.856783884,-0.350241226,-0.819439392,0.047062042,-0.075315407,-0.469077366,0.149899491,-0.331634073,0.002174169,0.206307754,-0.376193568,-0.585803792,0.007051296
Q9ULJ8-3,-0.048396703,-0.119336543,0.939539381,0.217137885,0.921783174,-0.199037429,-0.486288554,0.092655634,-0.424191124,0.115389273,-0.775186883,0.353242769,0.166075747,-0.801185951,-0.410115939,0.048396703,-0.149355792,0.372762454
Q96IZ7-2,0.001743407,0.08994694,-0.001743407,-0.066665948,0.139362623,-0.160092361,-0.10545916,0.252145191,0.087898471,-0.2045729,0.01264007,0.034189796,-0.208674316,0.032347676,-0.215030523,-0.159765784,-0.134666839,0.158480003
Q96CN5,-0.029675726,0.605318258,0.622375017,-0.208295091,0.267011259,0.000911388,-0.417412303,0.39823909,0.632739534,-0.326060962,-0.000911388,0.071264506,-0.25273846,-0.112907289,-0.231534536,0.355950547,0.179570476,-0.329686355
P23469,0.332493986,-0.465274505,-0.48564311,0.641827514,-0.788240916,-0.738013185,-0.712823081,0.048714458,0.42963066,0.174444456,-0.048714458,-0.818967621,0.195528263,1.195005306,-0.829702394,0.125329155,0.876657826,-0.051787247
Q14135,0.28100788,-0.228732721,-0.016833106,-0.089600266,0.398695138,0.031974686,0.016833106,-0.133677119,0.084739772,0.021190253,0.083998119,-0.239105441,-0.452758583,0.456096085,-0.567380568,-0.294672639,-0.750116242,0.031294764
Q8WUJ0,0.370044747,0.462348771,-0.199085842,-0.082745688,0.096018176,-0.103249465,-0.332937242,0.266343486,-0.140345787,0.04421844,0.209849196,0.118134512,-0.2070378,0.095903262,-0.04421844,0.060424983,-0.072772457,-0.281657157
Q4ADV7,-0.053393288,-0.068306642,-0.225948458,-0.03919151,-0.408327447,-0.134978476,-0.319408627,-0.496938907,-0.400023779,0.067206935,0.367596661,0.03919151,0.875893984,0.039613404,0.223343183,0.496176328,0.067161683,0.654021874
Q6P087,-0.08618415,0.088716745,-0.103684901,0.254854933,0.61300549,0.109865727,-0.038930242,0.273965236,0.529640035,0.088629851,-0.648139018,0.038930242,-0.265279737,-0.535638711,-0.341460227,-0.136745067,-0.139262434,0.420582447
Q9H9Y2,0.018072124,-0.231024135,-0.447237423,0.449655803,0.401534873,0.490061602,-0.087961789,0.061184365,0.144247412,-0.005190432,-0.752565794,0.2296827,-0.201099486,-0.138997916,0.003468008,-0.252162263,-0.003468008,0.746185027
A0A2R8Y3M9,0.230030275,0.360769172,0.313204986,-0.197813779,-0.332170324,0.527641312,-0.30041553,-0.570261371,0.358221884,0.242411706,0.873177716,0.07351773,-0.417693574,0.37522299,-0.339099392,-0.07351773,-0.69279441,-0.26949398
Q8NBK3,-0.30783154,1.238815543,0.090210265,-0.729652474,-0.309317584,0.026625074,0.164902642,0.486221203,-0.299511439,0.571276781,0.405237894,-0.191164157,0.715668893,0.584262735,-0.026625074,-0.542773012,-0.143487845,-0.148221869
Q99638,0.248789233,0.446332657,1.295287848,0.112322547,0.724720344,0.399536618,-0.434805895,-0.387462397,0.373282088,-0.072390013,0.034430595,-0.132815515,-0.530129878,-0.123240037,-0.565902193,-0.129040522,-0.034430595,0.151932314
Q9NRG1,0.426567303,-0.202615227,0.304252488,-0.301126639,-0.241463705,-0.533499486,-0.321471974,3.536542748,-0.496552081,2.16242907,3.804162456,-0.170453857,0.972230204,0.170453857,-0.281882151,-0.390398551,1.094967658,0.988733374
P35556,0.200789025,-0.142607166,-0.288180464,-0.002777966,-0.405186187,-0.072587977,-0.203827114,1.452715822,-0.000652534,-0.388633517,-0.457756761,0.000652534,2.204706664,1.929177514,1.608767851,4.064636672,0.076322981,2.370359524
Q9NQ11,-0.031739626,0.114565039,-0.088717496,0.362714449,-0.413751491,0.210610276,-0.017726086,0.007794904,-0.007794904,-0.314246625,0.598501751,0.258591989,-0.023146301,0.270352741,-0.443323929,0.025107078,0.096182615,-0.247796314
P36954,0.204702029,-0.052404877,0.220721933,-0.118029844,0.022196065,0.254802314,-0.27993306,0.031818587,-0.365171694,-0.229719379,-0.007615857,-0.042296373,0.119626677,0.087254048,-0.082333351,0.360695678,0.007615857,-0.024937815
A0A1B0GVJ7,NA,-0.060684228,NA,0.048609944,NA,0,0.082489903,NA,-0.3245522,0.021806867,NA,NA,NA,NA,-0.2401458,-0.023663649,NA,0.134822567
E9PL17,0.091827025,0.226537546,-0.152343089,-0.186792494,0.215171166,0.029399259,-0.103601944,-0.002147178,0.302559763,0.046917691,0.002147178,0.023524478,-0.14401097,-0.157443196,-0.340350031,-0.140454866,-0.208900229,0.303963628
P63173,-0.070647243,-0.201985502,-0.153743693,0.058826683,-0.281441486,0.142243586,-0.178437964,-0.01980635,0.338365529,-0.281379675,-0.310563005,0.121564103,0.01980635,0.071334803,0.187176759,-0.201561322,0.041145732,0.164579996
Q9Y6N1,0.398135343,0.624095934,0.398017576,-0.492484513,1.62225634,-0.455134533,-0.033239268,0.081475215,-0.949038301,-0.024259627,-0.444174004,0.031884922,-0.033886192,-0.584750056,-0.244679819,0.024259627,0.433295176,0.327801669
Q9NWB6,-0.129120801,-0.432286814,0.035653653,-0.329592691,-0.146231414,0.218916806,-0.43433873,0.102227814,0.299264642,0.013874461,0.089553522,0.518263385,-0.013874461,-0.364729117,-0.617444217,0.11064496,-0.328368333,0.253482656
Q01130,0.246047681,-0.01246586,0.055490109,-0.089391643,0.307896655,0.01246586,-0.113586917,0.260182124,0.201051898,-0.086483582,-0.021437913,0.328626953,-0.138804772,-0.13394404,-0.24443672,0.21805556,-0.07398609,0.062005319
