Celline, MCF7, T47D, ZR751, AU565, BT474, SkBr3, BT20, HCC1143, HCC1806, HCC1937, HCC70, MB468, BT549, HCC1395, Hs578t, MB157, MB231, MB436
A0A2C9F2R7,-0.557249453,0.002856478,-0.459295975,-0.406759483,-0.762092574,-0.559215766,0.032214635,0.512079711,0.183451015,-0.506618796,-0.216067422,0.070211251,0.515097645,-0.002856478,0.440733953,-0.425037872,0.802776119,0.922132021
A8K070,0.107767848,0.076259006,-0.024821036,-0.098767664,0.222788188,-0.069928437,0.245001709,-0.089393038,-0.27867444,-0.211762097,-0.301858674,0.118675385,0.024821036,0.289592346,-0.139893158,0.53077473,0.037117022,-0.286254856
Q9UNZ2,-0.582991594,0.025321347,-0.600452701,0.032653334,-0.55698816,0.096298145,0.482044345,0.281252056,-0.173820673,0.579901503,-0.127778025,0.390484085,0.084945936,-0.573521022,-0.118247179,-0.025321347,-0.182802226,0.248640079
A0A2R8Y5A6,-0.263356227,0.275205866,-0.141179197,-0.014416017,0.376441035,0.120596655,0.130649058,-0.015835889,0.291245598,0.069115529,-0.378442307,-0.270972975,-0.051553658,-0.503257061,0.052998976,0.014416017,0.139790677,-0.133812838
E9PGC8,-0.312368371,0.567602845,0.546137806,-0.264398962,-0.583871584,-0.627547373,-0.344319274,0.147413307,0.150621104,-0.015338896,-0.256773431,-0.219580186,0.953740547,0.015338896,3.361219047,0.349370214,-0.688488177,0.990634919
J3QS41,NA,0.500854368,0.25821311,0.276436869,NA,NA,NA,NA,-0.040406999,-0.041159088,0.139944085,NA,NA,-0.022659151,0,NA,NA,-0.229967244
P32455,-1.601396008,-1.834627173,-1.614727433,-1.390598774,-1.265038084,-1.127566775,0.637840337,-0.258862092,-0.713493909,0.297231211,1.135303315,0.482261957,0.404920865,0.835396522,0.223579615,0.10749519,0.111678543,-0.10749519
P09104,0.001181067,-0.3708681,0.83359859,-0.402859743,-0.346303844,-0.425850439,-0.486677932,0.664201086,-0.036490232,-0.193539435,-0.001181067,-0.459574268,0.597624716,0.288592401,0.479304377,0.180384411,1.04340618,1.270130302
Q9Y2L5,-0.2053067,0.210260146,0.466803058,0.21223891,0.195612023,0.051624982,-0.329050256,-0.342327362,-0.502125735,-0.751833924,-0.132019344,-0.227695912,0.142374327,0.22799024,-0.051624982,-0.591416472,0.095350388,0.120603235
P48594,-0.00293737,0.090374995,0.260909337,-0.212156511,-0.24746296,-1.100980028,-1.134795091,0.327437768,0.586558762,0.00293737,4.942667312,0.233352817,-0.280261633,0.599950267,-0.081259379,-1.522692139,-0.595717842,0.204825365
O00754,-0.090170745,0.296034381,-0.122291649,-0.761344071,0.470184089,-0.505678591,-0.067337475,0.128152546,0.841260056,0.996578037,-0.456069803,-0.199410451,-1.180884934,0.705617807,0.067337475,0.783462752,-0.106397069,0.26465454
P42694,0.644942021,0.273524232,0.190398655,0.210534463,0.279831781,0.343205273,-0.101994903,-0.023764374,0.149070107,-0.12819116,-0.351573554,-0.505159742,-0.259599778,-0.260411768,-0.132906867,0.444035831,0.023764374,-0.335494221
O95235,-0.55125574,0.101667806,-0.627577535,-0.373923106,-0.186172227,-0.328462185,0.062707573,0.207760627,-0.389083393,0.638401674,-0.015237017,0.211683596,0.552979983,0.015237017,0.380347317,-0.174047804,-0.131812274,0.163661554
P41091,-0.382517012,0.315571331,-0.097109367,0.01526428,-0.124640536,-0.142338135,0.165786149,0.114354894,0.287428956,0.132801577,-0.182632889,-0.01526428,0.040576982,-0.306179186,-0.044053272,-0.259476796,0.181358906,0.612350934
A0A494C143,0.315216809,0.022458188,-0.023688974,-0.054824805,0.087117788,0.128924242,0.723575724,-0.025131676,-0.543540317,-0.245052411,-0.260731839,0.377963734,0.019295308,0.135344006,-0.019295308,0.593008258,-0.050152792,-0.115127109
A0A0X1KG75,0.080225242,-0.413459668,0.117509909,-0.114201704,-0.563993844,-0.080225242,-0.762256447,0.352628725,1.114028897,0.321581556,0.152063477,0.147075523,-0.391910088,-0.168735821,1.014828465,0.563457809,-0.901233512,-0.942550611
P23786,0.021846188,0.422161679,0.506862992,0.509404552,0.875859703,0.564003092,-0.646539986,-0.694862249,-0.663226224,-0.021846188,0.286734919,0.594892499,-0.327946438,-0.498878008,-0.562276613,-0.588119017,-0.713498823,0.314923639
P29508,0.056634877,-0.160521058,0.787982371,-0.135793614,-0.160621232,-1.467298482,-1.355252066,1.257521152,1.431012701,0.234419183,5.657991102,0.88315863,0.059088404,0.982216602,-0.265369573,-1.604247599,-0.056634877,-0.284974117
Q8TEU7,0.023769625,0.11570657,0.27644912,-0.382105176,-0.350565198,-0.34010214,0.051870125,0.099527719,0.030450982,-0.087760162,-0.249768581,-0.024782691,0.549087943,0.097309485,-0.023769625,-0.269289419,0.847925618,-0.042545627
Q9Y4W2,0.130150551,-0.370823822,-0.189658168,0.041067853,-0.094745921,0.181710567,0.274403354,0.094734509,-0.0705445,-0.041067853,-0.328980592,-0.297255029,0.051846976,0.105754323,-0.36080938,0.394254191,-0.387100543,0.145342398
D6R9W4,NA,-0.164988129,NA,0,NA,0.390096503,-0.790356355,NA,-0.318746478,-0.481944158,NA,NA,NA,NA,0.427722082,1.731591171,NA,0.040008545
Q92805,0.597501744,1.011952652,0.357611345,0.013273223,0.738077523,-0.013833346,0.338876836,-0.461492147,0.032674919,0.309711441,-0.028626058,-0.459418678,-0.013273223,-0.227959231,-0.038706319,-0.051096397,-0.171894452,0.287973304
B1AK88,0.137908959,-0.171914285,-0.093453966,-0.182534909,-0.102105769,-0.196063651,0.299995729,-0.200384771,-0.224169671,0.067826825,0.553402126,-0.026978294,0.026978294,0.211155898,0.197817605,0.145264388,0.187644319,-0.376914942
J3KNN5,0.24763486,-0.021582785,0.021582785,0.091086786,-0.246658849,-0.043772978,0.342649073,0.330739382,-0.092535763,-0.143413294,-0.194436404,0.579781654,0.246844972,-0.079509273,-0.489630792,0.566915567,-0.099522511,0.710021123
Q53SF7,-0.027243448,0.075058469,0.262898457,0.027243448,-0.583547694,-0.182897863,-0.844857808,0.218081193,1.224160318,0.351486601,0.378080152,-0.057300517,-0.653223266,-0.050677724,0.89968085,0.392293695,-1.274910965,-0.624534412
O60518,0.028662082,0.463300774,-0.328838251,-0.353117438,-0.44562017,-0.828562412,-0.028662082,-0.508536037,-0.254422064,0.530225099,0.34531675,-0.811663452,0.513252873,0.865114695,0.435741651,0.902738989,-0.186848386,1.215491322
Q9UID3,0.138427905,0.223058265,0.177197223,0.385309969,0.616865285,0.395171269,0.087280747,-0.301221655,-0.314260211,-0.113864508,-0.147914583,-0.195427445,-0.271210844,0.09730016,-0.185077841,-0.311544486,-0.087280747,0.104416022
Q9UP83-2,0.590652024,0.267400757,0.538844247,0.40980028,0.345482141,0.28450475,-0.319143813,-0.139476775,-0.234618989,-0.06023592,0.306230385,0.027290873,-0.22329317,0.117457365,-0.197092431,-0.10220283,-0.246156595,-0.027290873
Q9NS86,0.021882139,-0.445420067,-0.261881544,0.364848319,0.407382977,0.397163115,1.648795338,0.145613479,-0.596844423,-0.537726842,-0.090004813,3.494609357,-0.255786822,-0.413946994,-0.521384999,0.240543209,-0.021882139,0.182339165
P61201-2,-0.114309935,0.290219213,0.110788435,-0.021194353,0.121519117,-0.048872805,0.306790923,-0.32849466,-0.387582795,0.129457051,-0.644364054,-0.121973921,0.235258233,0.344656632,-0.023437522,0.276345132,0.021194353,-0.227682889
Q9H8V3,-0.678597436,0.91027062,-0.459127839,-0.094390902,0.627195078,0.550537803,0.247986524,0.635714663,-0.509465198,1.017208473,0.728093576,-0.013490735,-0.365713833,-0.44602667,-0.261712788,-0.429621741,0.013490735,0.018054448
K7EJB9,1.66601131,0,0.665117151,0.216302111,0.451446588,NA,NA,-0.570633163,2.439796172,-0.045287785,-0.445453796,-0.33993082,-0.551763564,-0.316352382,0.130297193,NA,-0.228497038,0.001134016
E7EXA6,0.056552358,-0.079848314,-0.330008131,0.156917506,-0.191650365,0.255898429,0.006041194,0.471997097,0.781095045,-0.006041194,0.671842448,-0.471201944,-0.426530506,0.108989074,-0.291947087,-0.11965371,-0.320487397,0.101922127
Q13769,0.006650027,-0.361835688,0.197776075,-0.19459036,0.329902433,-0.223159911,0.477719138,0.05774975,-0.033477953,0.053820398,-0.006650027,0.104437855,0.31443375,-0.262407743,-0.477375533,-0.029710044,-0.334188521,0.135969514
Q86SF2,-0.004710388,-0.302129934,0.863804715,0.666259774,0.391209085,0.106983887,-0.345858348,0.504045341,-0.226435129,0.920261886,0.965456213,0.190140277,-0.807230092,-0.703339479,-0.459021817,-1.164390848,0.004710388,-0.529020946
Q99700,-0.165992961,0.790036134,-0.008414738,0.272550226,0.337419611,0.197466664,0.307807975,-0.246425456,0.456790333,0.163650168,-0.295054475,-0.592025772,-0.113872483,-0.703375183,0.152970298,-0.290154161,-0.183659733,0.008414738
Q15257,0.706338121,0.495278494,0.18276164,-0.005124747,1.06579644,0.005124747,0.484146765,-0.428816017,-0.397048339,0.145421448,0.071238826,-0.147675885,0.05633562,-0.019882857,-0.334624991,-0.072555484,-0.045464086,-0.369934515
A3KMH1-2,0.264709004,-0.01906285,-0.016527262,0.663635867,0.362073819,0.690421508,-0.984698322,-0.384465399,0.343348385,0.12181855,0.224928073,0.016527262,-0.172671386,-0.213748498,-0.778438676,-1.209906009,-0.584580447,0.512281132
E9PRY8,-0.288448264,-0.234930285,-0.40312921,0.099947181,-0.499183258,-0.057599453,-0.003832657,0.745317906,0.142721387,0.550023776,-0.113243804,-0.153523005,-0.123502467,0.126268312,0.094923848,0.181670767,0.003832657,0.724834001
Q8WUF5,-0.25522095,0.054657264,0.180088908,-0.462987178,-0.258682008,-0.146879652,0.400155201,0.189531675,0.079709027,-0.021889927,0.110154441,0.304028318,-0.419933936,-0.868202597,0.417497211,-0.867769376,0.021889927,-0.731288167
Q99590,0.414912094,0.248642532,-0.271167521,0.415242933,0.456514465,0.172632406,0.062896581,0.193112099,0.259724239,0.478039961,-0.096025803,-0.113288596,-0.151212427,-0.131306595,-0.093298688,-0.180878474,-0.062896581,-0.066803106
H3BRN4,3.256134355,1.982574721,3.400878024,-0.488746088,2.593615151,-0.568009414,1.393193227,0.136765958,-0.358458521,0.791464865,0.06204097,-0.102092016,-0.06204097,0.153805033,-0.534267136,-0.221472632,-0.129464803,-0.708850302
Q9Y696,-0.157400647,-0.574832026,-0.535664696,-0.489890852,-0.324445197,-0.4582712,0.237672371,-0.754113275,-0.161496035,0.347761705,0.157400647,0.505909306,0.622328914,1.130419183,1.665568255,0.413490093,0.717956391,-0.40226714
Q68CP9,0.880282859,0.788550478,0.112822935,0.31903181,0.606729225,0.312180023,0.045005895,0.063002051,0.163575787,-0.129103994,-0.154247504,-0.045005895,-0.065224881,-0.046932619,-0.067107384,-0.070504187,-0.403310156,-0.100880616
O15144,0.064529059,-0.460453189,0.034054936,-0.135149127,-0.059173143,-0.141340215,0.413373428,-0.030116861,-0.046735468,-0.153030662,0.274671979,0.189120103,0.030116861,-0.908237581,0.42658939,0.645222871,0.279805698,-0.085616016
O75475,0.060603639,-0.149453303,0.196581656,-0.354182273,-0.881247291,-0.283883407,0.173802186,-0.436565375,-0.662327522,0.323957042,0.858758561,-0.060603639,1.302370814,0.164526761,-0.113352332,0.34302021,-0.505405051,0.246028957
G8JLB6,0.085662241,-0.27993418,-0.019038352,0.022839109,0.267709756,-0.259736557,-0.055656731,0.086761308,-0.010702497,-0.050704164,0.010702497,0.050266467,-0.127899568,-0.558994011,-0.038191889,0.456316364,0.163685683,0.123454525
Q15397,-0.245339133,-0.504167651,-0.257301532,0.061392288,-0.606396355,0.141610836,-0.023693907,-0.254791074,-0.084772975,0.023693907,0.38756537,0.085044801,0.089119195,0.383638783,-0.049496253,-0.047101916,0.124604633,1.402527369
Q6IBS0,-0.535028738,-0.595474218,-0.295341469,0.514039161,-0.344324655,0.388156252,0.334991389,-0.119166237,-0.289596695,-0.174219457,0.026871998,-0.026871998,0.931323547,0.730477148,0.663370806,-0.424618607,0.107179981,0.065996487
Q9Y3L3,-0.459599895,0.039539279,-0.252971257,0.101804435,-0.621115038,-0.342187897,-0.066780312,1.02474482,1.245902542,0.093126742,0.858168364,0.332574889,-0.299340081,0.271970665,-0.17821748,0.056964409,-0.960488217,-0.039539279
Q5VIR6-4,-0.05210311,0.088538096,0.126610862,0.301677864,0.222649589,0.307061602,0.07322018,-0.336209655,-0.558122638,-0.290045169,-0.158164732,-0.389213983,-0.117054749,0.126635596,-0.204473481,-0.190206618,0.05210311,0.233486632
P61247,-0.121192384,-0.119824627,-0.157760977,0.166871864,-0.206965386,0.213243354,-0.027015134,-0.093312047,0.120228561,-0.076960486,-0.200719425,0.205782593,0.076762394,0.066265847,0.149103042,-0.151137196,0.027015134,0.250966844
Q96SN8,-0.091188964,0.274139869,0.021964251,0.109544419,-0.014247734,0.014247734,-0.186582922,-0.158011489,-0.577979342,-0.152881828,0.201117866,-0.360008095,0.277995225,0.056890536,-0.351676152,-0.12013413,0.109991318,0.19258324
P05388,-0.253982099,-0.08484993,-0.174590804,0.051132547,-0.175205174,0.071230109,-0.097279647,0.006869995,0.333415536,-0.097330354,-0.181532056,0.16153665,-0.006869995,0.112330679,0.080801038,-0.13725017,0.025111142,0.159869093
Q7Z7G8,0.267061477,0.217609434,0.555639686,-0.087840466,0.048157574,0.115629557,-0.070841289,0.1410662,-0.490106291,0.080084799,0.026296404,-0.289024854,0.191105997,-0.215250925,-0.026296404,-0.08952924,-0.152720773,-0.365358121
P31350-2,-0.333709699,-0.02563115,0.185471021,-0.556939283,0.02563115,0.413844674,0.114610124,0.060435782,-0.661884191,-0.401813017,0.25612953,0.116864803,-0.752132476,-0.95390138,-0.074487404,0.029988776,-0.421545063,0.902927522
Q15366-3,-0.175300618,0.343572787,-0.235735533,-0.001276399,-0.217265199,0.145629293,0.001276399,0.183078474,-0.117682035,-0.341652741,-0.105205844,0.156178595,0.087018887,-0.197211405,0.068883008,0.002750946,-0.172265649,0.236723346
Q13561-2,0.179821884,0.312468016,0.00238493,-0.467503987,-0.00238493,-0.516844618,-0.311952538,0.147362825,-0.252325185,-0.358550517,-0.525403786,-0.150036642,0.223468445,0.030427839,0.04282534,0.555283701,0.181126724,-0.241629254
Q5VU43-13,0.51058899,0.003015386,-0.003015386,0.880769148,0.335675088,0.575264697,-0.056217935,-0.524817687,-0.05628747,-0.308923269,0.225009934,0.016793226,-0.182646509,0.092356125,-0.047222358,-0.247087792,-0.332376945,0.20292975
O75044,-0.007884159,0.159768023,0.269597103,-0.481822456,-0.829862016,-0.273636679,0.346177776,0.057611354,-0.54855511,-0.153809088,0.058295609,-0.38349424,0.242822436,-0.08582494,-0.521341363,0.007884159,0.110049639,0.347207444
E5RJU9,-0.17548063,0.127977042,0.186950195,0.072432576,0.020118545,0.206460992,-0.442565299,-0.336798463,-0.514283634,-0.020118545,0.497993074,-0.511210856,0.092252078,0.317267411,-0.448656996,-0.341928051,0.626029986,-0.474947772
Q9UNN5,-0.207132258,-0.173076076,-0.407612724,0.249002566,-0.31874155,0.365920396,0.005560027,0.133437531,-0.301492491,-0.005560027,0.42198118,0.499681663,0.138493099,0.18130667,-0.006671838,-0.528124222,-0.103654824,0.495955756
P55809,-0.890302265,-1.537220574,-0.160297949,-1.49229546,0.997483011,-1.647495068,0.789483948,-0.489174769,-0.706099282,0.886182059,2.126257855,0.766167077,0.174448748,0.160297949,0.481466569,0.599032667,-1.063267883,-0.399553529
O75170-5,0.015212584,-0.386967748,-0.090173427,0.174976895,-0.101542345,0.232737797,-0.153622235,0.514634002,0.116893116,-0.312460734,0.126929003,0.121852148,0.001202943,1.047537097,-0.001202943,-1.39920328,-0.309439012,-0.490746968
Q9UQB8-4,0.261058932,-0.204195432,0.485851561,0.138686498,-0.271150083,0.347000881,0.065168587,0.008924595,0.382763255,0.325845876,-0.008924595,-0.350723166,-0.495710341,-0.394986131,-0.232839622,-0.019851997,-0.341793727,0.503603427
H3BPG6,0.196438134,NA,0.381019831,NA,0,NA,NA,-0.164939896,NA,NA,-0.208486594,-0.117776633,-0.010730606,0.14393434,NA,NA,0.228008213,NA
P29350-3,0.718261651,-0.734866746,1.619131463,0.177668608,0.222221752,0.114612305,1.045476073,-0.035269816,-0.084270772,0.225033605,0.616798543,-0.238323326,-1.433380068,0.035269816,-1.707958262,-1.640474398,-1.208273032,-1.606094553
Q9P2I0,-0.061148888,-0.0913483,0.028760895,-0.026477513,0.41805488,-0.103564883,0.058855029,0.022130607,0.207923257,0.340654895,0.018128203,-0.085103956,-0.258069017,-0.018128203,-0.334353494,0.023354939,-0.053743431,0.047800239
Q96HC4-6,NA,-0.830180994,0.932286963,0.034869044,NA,-0.390993781,-0.421342504,NA,-0.347755498,0.510589976,-0.034869044,NA,NA,0.401950431,1.469816461,0.590455873,NA,-0.429595955
Q96PC5,-0.026086489,0.403740524,0.384464934,0.552365662,0.185781622,0.165702584,0.038842168,0.116549382,-0.053534082,0.026086489,0.091029955,-0.097257609,-0.266314167,-0.490762456,-0.490198814,-0.690807871,-0.508856792,-0.83613198
P20908-2,NA,-0.204974386,-0.710789577,-0.005397986,NA,0.154458195,0.266997588,NA,-0.052390681,-0.020649372,-0.466483433,NA,NA,0.073095259,0.920448629,0.310013533,NA,0.005397986
Q14376,-0.220204682,0.410665446,0.62512673,0.485214719,-0.03318389,0.341422282,-0.019475857,-0.069924374,0.761420875,0.019475857,0.811472896,0.336744392,-0.742616507,-0.552923577,-0.942267568,-0.757105774,0.530702399,-0.316092239
O76024,0.604341597,0.758121425,1.238605493,0.308165453,-0.181416507,-0.729521393,0.768276427,-0.339769382,-0.76100059,-0.072813602,-0.103137481,-0.155281799,0.44255115,0.243836848,0.072813602,-0.229264284,-0.132173752,0.175293596
Q9Y5Q9,0.55154782,-0.011825238,0.051502557,-0.573385705,0.317971849,-0.973451156,0.160911973,-0.063517693,-0.026180063,0.082834412,0.044814813,-0.249638302,-0.435568711,0.011825238,-0.386658841,0.145360153,-1.041271484,0.204176149
Q15366-6,0.343774782,0.40222584,-0.132606929,-0.075314088,0.220587612,0.005720968,0.016396826,0.075912969,-0.021282004,-0.252601808,-0.304534149,-0.005720968,0.124698295,-0.173417808,-0.07122089,0.129710343,0.050526852,-0.025954399
Q9UHG3,0.396391452,0.101875527,0.244008159,-0.111427354,0.280273929,-0.140140862,0.604320011,-0.006249881,-0.365402586,0.006249881,-0.055138781,0.36095153,-0.778278149,-0.018038462,-0.180746592,0.355969863,0.405110419,-0.150718746
P52294,-0.082082229,0.153550963,-0.307466881,-0.442132957,0.371483722,-0.40037021,0.301849914,-0.134056376,-0.276131577,0.073420394,0.061394238,-0.020047759,0.197117288,-1.286200728,0.235317441,0.020047759,-0.288661066,0.177237
Q9Y4B5,-0.00300326,-0.682020446,0.045276836,-0.807460678,-0.162885731,-0.153860169,-0.071150934,1.439576605,0.00300326,-0.358450982,-0.524149243,0.956346317,0.994434808,-0.097191666,1.232615808,1.929453458,1.284993537,0.029790656
Q9NRH3,-0.998096587,-0.203295623,-0.497514179,0.24298471,-0.127867685,0.490965466,-0.086620369,0.788205929,-0.021010678,0.343384093,-0.380288246,0.468737943,-0.60403207,0.12426386,0.021010678,0.56199601,-0.083882373,0.153532718
Q9Y2K7,0.256752478,0.020018758,0.391535079,0.209868494,0.734970109,0.554332985,-0.377241813,-0.002526215,-0.320741449,-0.10897406,-0.042239773,0.179088411,-0.637793716,0.044305283,-0.566704236,-0.570740548,-0.349166556,0.002526215
Q96PE2,-0.021764231,0.826502284,-0.035341411,-0.131984637,0.736786101,0.016622332,-0.016622332,-0.241545318,0.033287928,-0.091037863,-0.350965416,0.063210506,0.040363704,-0.299712357,1.044250265,1.756000862,0.074180956,-0.348434377
Q2TAZ0-3,-0.105730007,0.3320149,-0.327790593,0.43051221,1.070284363,0.228041512,0.15691425,-0.127724147,-0.626741566,0.014931632,-0.238140775,0.089050415,-0.175725058,-0.014931632,-0.179995903,-0.106295565,0.664370267,0.284767972
Q15293,-1.857165707,-0.23716982,-0.503639239,-2.28436402,-0.72550439,-2.159672187,0.570345613,-0.018522448,0.505111429,0.378110646,-0.953864392,1.099736277,0.018522448,0.17479734,0.463853438,0.517855433,0.466067996,-0.256838839
O75367,-0.123731631,0.73354598,-0.025777575,0.025777575,0.320686175,-0.110871037,0.212433407,0.338615706,-0.445335528,0.481072165,0.297427457,0.362691276,-0.437179861,-0.834545454,-0.255679867,-0.16146765,0.227383557,-0.226725191
P26006,-0.514091109,-0.816932833,-0.666409419,-1.209716337,-0.183101055,-1.267306089,0.397276671,1.063073141,-0.262305071,1.25847623,-0.025073486,-0.79453255,0.660353668,0.865749816,0.025073486,0.331201459,2.190442637,0.626779922
P46087-4,-0.437212602,-0.799170849,-0.226639645,0.315191838,0.226245334,0.149546904,0.009929181,0.462557221,0.191145753,0.33653007,-0.438273222,-0.009929181,-0.145390009,0.423833555,-0.240194699,-0.648816316,-0.233346919,0.658009402
